txn_id,txn_date,txn_amount,merchant_category,fraud_score,fraud_probability,decision_flag,is_fraud
TXN0000755,2025-01-07,60.82,fashion,643,0.098096,APPROVED,0
TXN0000756,2025-02-28,20.23,gaming,700,0.152589,APPROVED,0
TXN0000757,2025-01-11,44.21,electronics,610,0.074549,APPROVED,1
TXN0000758,2025-04-18,819.43,electronics,501,0.02958,APPROVED,0
TXN0000759,2025-05-16,61.77,grocery,436,0.016837,APPROVED,0
TXN0000760,2025-02-05,51.29,grocery,472,0.023046,APPROVED,0
TXN0000761,2025-04-06,119.77,crypto,607,0.073051,APPROVED,0
TXN0000762,2025-04-18,145.32,crypto,382,0.010401,APPROVED,0
TXN0000763,2025-06-11,19.59,crypto,726,0.185993,BLOCKED,0
TXN0000764,2025-01-26,53.1,fashion,380,0.010236,APPROVED,0
TXN0000765,2025-04-24,183.11,fashion,375,0.009854,APPROVED,0
TXN0000766,2025-05-22,89.73,travel,217,0.002405,APPROVED,0
TXN0000767,2025-04-17,76.26,grocery,544,0.042855,APPROVED,0
TXN0000768,2025-04-01,368.49,electronics,456,0.020028,APPROVED,0
TXN0000769,2025-02-06,31.64,gaming,520,0.035041,APPROVED,0
TXN0000770,2025-06-01,73.04,travel,478,0.024283,APPROVED,0
TXN0000771,2025-02-10,37.64,electronics,653,0.106201,APPROVED,0
TXN0000772,2025-06-03,343.55,travel,509,0.031789,APPROVED,1
TXN0000773,2025-06-26,7.79,travel,538,0.040625,APPROVED,0
TXN0000774,2025-04-26,31.91,fashion,618,0.080052,APPROVED,0
TXN0000775,2025-06-21,37.26,electronics,365,0.008955,APPROVED,0
TXN0000776,2025-03-01,138.36,travel,201,0.002091,APPROVED,0
TXN0000777,2025-03-20,129.92,gaming,629,0.087372,APPROVED,0
TXN0000778,2025-05-02,309.42,gaming,534,0.039328,APPROVED,0
TXN0000779,2025-05-24,11.81,fashion,544,0.043053,APPROVED,0
TXN0000780,2025-05-06,152.25,grocery,604,0.071424,APPROVED,0
TXN0000781,2025-05-10,48.3,travel,531,0.038399,APPROVED,0
TXN0000782,2025-02-02,32.07,gaming,663,0.114492,APPROVED,1
TXN0000783,2025-02-19,120.73,fashion,490,0.026943,APPROVED,0
TXN0000784,2025-01-07,24.24,grocery,608,0.073909,APPROVED,0
TXN0000785,2025-02-05,6.79,electronics,388,0.010997,APPROVED,0
TXN0000786,2025-04-15,44.38,travel,562,0.049975,APPROVED,0
TXN0000787,2025-05-15,12.84,grocery,423,0.014931,APPROVED,0
TXN0000788,2025-02-04,32.66,travel,572,0.054489,APPROVED,0
TXN0000789,2025-06-23,100.35,electronics,351,0.007966,APPROVED,0
TXN0000790,2025-06-05,93.99,grocery,592,0.064325,APPROVED,0
TXN0000791,2025-06-27,382.06,grocery,450,0.019091,APPROVED,0
TXN0000792,2025-04-08,53.54,travel,399,0.012139,APPROVED,0
TXN0000793,2025-03-06,12.35,grocery,269,0.003835,APPROVED,0
TXN0000794,2025-04-16,29.03,travel,371,0.009475,APPROVED,0
TXN0000795,2025-01-12,24.26,grocery,535,0.039747,APPROVED,0
TXN0000796,2025-04-10,17.47,fashion,412,0.013607,APPROVED,0
TXN0000797,2025-02-27,107.65,grocery,397,0.011925,APPROVED,0
TXN0000798,2025-01-08,32.79,electronics,554,0.046651,APPROVED,0
TXN0000799,2025-01-13,7.58,gaming,740,0.20593,BLOCKED,0
