application_id,application_time,credit_score,annual_income,debt_to_income,employment_length,loan_amount,loan_purpose,home_ownership,number_of_delinquent_accounts,delinquent_months,months_since_last_delinquent,revolving_utilization,inquiries_last_6m,model_score,probability_of_default,risk_rating,application_status,actual_default,past_due_days,score_band,income_band
CD001365,2025-04-03 11:21:31,819,73463,30.86,4,72822,other,MORTGAGE,0,0,0,48.44,0,825,0.000634,LOW,APPROVED,0,0,800+,50-75K
CD001366,2025-03-26 04:34:10,646,184507,24.0,2,14731,home_improvement,RENT,2,1,46,65.45,4,643,0.053223,MEDIUM,APPROVED,0,0,600-700,100K+
CD001367,2025-03-06 04:33:42,565,85748,22.63,11,49426,other,OWN,1,4,44,53.14,6,465,0.845776,VERY_HIGH,DECLINED,1,120,<600,75-100K
CD001368,2025-03-10 07:11:15,687,51998,28.44,35,38209,credit_card,RENT,2,6,6,26.91,2,665,0.032234,MEDIUM,APPROVED,0,0,600-700,50-75K
CD001369,2025-05-11 02:23:43,693,97017,28.47,0,40762,other,OWN,2,3,4,59.74,0,685,0.024324,LOW,APPROVED,0,0,600-700,75-100K
CD001370,2025-05-16 07:35:54,712,61027,27.0,1,9714,debt_consolidation,MORTGAGE,0,0,0,89.5,1,662,0.041744,MEDIUM,APPROVED,1,120,600-700,50-75K
CD001371,2025-01-17 20:14:41,676,136719,30.64,3,43477,other,RENT,1,5,16,15.29,2,616,0.103324,HIGH,APPROVED,0,0,600-700,100K+
CD001372,2025-05-14 22:57:00,690,29495,24.77,5,49577,home_improvement,RENT,1,3,46,39.85,0,647,0.055333,MEDIUM,APPROVED,0,0,600-700,<50K
CD001373,2025-05-22 21:51:39,646,125133,9.05,3,9171,major_purchase,MORTGAGE,1,2,54,77.59,1,680,0.038216,MEDIUM,APPROVED,1,120,600-700,100K+
CD001374,2025-02-21 15:27:46,724,150229,26.2,5,31327,credit_card,RENT,0,0,0,63.58,1,727,0.010159,LOW,APPROVED,0,0,700-800,100K+
CD001375,2025-02-21 15:36:46,670,122151,22.64,10,8586,credit_card,MORTGAGE,1,9,5,97.64,0,601,0.163737,HIGH,DECLINED,1,90,600-700,100K+
CD001376,2025-05-10 23:37:36,700,59426,33.69,18,15541,credit_card,RENT,1,0,34,54.21,1,606,0.168309,HIGH,APPROVED,0,0,600-700,50-75K
CD001377,2025-03-06 04:14:43,631,22043,1.0,4,21948,debt_consolidation,RENT,1,0,56,47.28,1,545,0.477124,VERY_HIGH,DECLINED,0,0,<600,<50K
CD001378,2025-03-30 05:15:07,748,38745,31.87,4,24163,debt_consolidation,MORTGAGE,0,0,0,24.52,1,740,0.006307,LOW,APPROVED,1,60,700-800,<50K
CD001379,2025-06-27 03:16:37,685,57076,30.39,2,40359,debt_consolidation,OWN,1,2,35,100.0,0,758,0.005999,LOW,APPROVED,0,0,700-800,50-75K
CD001380,2025-03-20 07:47:24,648,111904,18.79,3,22302,credit_card,RENT,0,0,0,69.71,0,678,0.024507,LOW,APPROVED,0,0,600-700,100K+
CD001381,2025-02-27 21:44:54,674,62724,13.16,20,24491,credit_card,OWN,1,5,23,58.29,2,587,0.260598,HIGH,DECLINED,0,0,<600,50-75K
CD001382,2025-03-25 16:14:02,611,43444,29.06,4,59068,debt_consolidation,RENT,2,8,19,50.71,2,555,0.429418,VERY_HIGH,DECLINED,0,0,<600,<50K
CD001383,2025-06-18 03:38:08,638,66761,23.49,0,17924,debt_consolidation,MORTGAGE,1,1,17,78.08,1,573,0.326701,HIGH,DECLINED,0,0,<600,50-75K
CD001384,2025-03-15 07:30:33,717,109450,9.31,0,27977,home_improvement,MORTGAGE,0,0,0,71.92,0,796,0.001277,LOW,APPROVED,0,0,700-800,100K+
CD001385,2025-05-22 06:47:28,705,47691,14.12,4,23102,debt_consolidation,RENT,2,2,37,65.24,4,604,0.134849,HIGH,APPROVED,0,0,600-700,<50K
CD001386,2025-06-17 15:43:34,717,59948,24.15,3,37843,debt_consolidation,RENT,1,1,34,84.36,2,586,0.211585,HIGH,DECLINED,0,0,<600,50-75K
CD001387,2025-04-05 07:33:59,710,65273,18.91,5,36305,credit_card,RENT,0,0,0,53.71,0,657,0.027864,LOW,APPROVED,0,0,600-700,50-75K
CD001388,2025-05-15 19:27:29,656,72393,51.23,3,23412,debt_consolidation,MORTGAGE,2,4,45,59.15,3,582,0.207921,HIGH,APPROVED,1,60,<600,50-75K
CD001389,2025-04-16 13:56:31,677,86768,37.49,2,11739,debt_consolidation,OTHER,0,0,0,31.22,2,595,0.183326,HIGH,APPROVED,0,0,<600,75-100K
CD001390,2025-03-30 16:53:16,775,100430,26.93,13,21515,debt_consolidation,MORTGAGE,0,0,0,68.18,3,718,0.011956,LOW,APPROVED,0,0,700-800,100K+
CD001391,2025-06-17 15:56:08,665,28020,36.41,4,41884,home_improvement,RENT,2,4,53,87.26,0,615,0.155071,HIGH,APPROVED,1,90,600-700,<50K
CD001392,2025-05-15 12:43:47,587,73622,25.03,1,22181,debt_consolidation,MORTGAGE,1,3,38,27.62,1,472,0.864554,VERY_HIGH,DECLINED,1,90,<600,50-75K
CD001393,2025-03-05 04:04:24,670,54951,46.18,8,12659,debt_consolidation,RENT,1,4,27,8.48,2,590,0.197646,HIGH,APPROVED,1,120,<600,50-75K
CD001394,2025-01-14 09:01:55,648,38228,36.7,4,7981,other,MORTGAGE,2,5,56,79.84,0,584,0.198897,HIGH,DECLINED,0,0,<600,<50K
CD001395,2025-04-13 20:53:24,665,64029,26.38,7,19656,major_purchase,MORTGAGE,0,0,0,30.06,0,616,0.086699,MEDIUM,DECLINED,0,0,600-700,50-75K
CD001396,2025-04-07 23:44:09,671,58570,13.63,4,12089,debt_consolidation,RENT,0,0,0,34.24,2,661,0.043938,MEDIUM,APPROVED,0,0,600-700,50-75K
CD001397,2025-01-29 17:28:23,614,51357,32.39,8,38468,credit_card,MORTGAGE,0,0,0,73.14,2,575,0.333603,HIGH,APPROVED,0,30,<600,50-75K
CD001398,2025-04-19 05:31:22,693,73465,7.46,6,13235,credit_card,OWN,2,2,12,12.74,1,686,0.022313,LOW,APPROVED,0,0,600-700,50-75K
CD001399,2025-02-26 05:08:55,661,50153,34.28,6,12537,debt_consolidation,RENT,0,0,0,67.92,0,566,0.292126,HIGH,DECLINED,0,0,<600,50-75K
CD001400,2025-04-18 14:26:44,702,65484,19.25,1,9415,major_purchase,OTHER,1,3,44,31.85,2,681,0.019626,LOW,DECLINED,0,60,600-700,50-75K
CD001401,2025-04-23 23:03:28,631,60057,51.94,6,18171,debt_consolidation,RENT,1,4,24,97.18,0,497,0.831312,VERY_HIGH,DECLINED,1,60,<600,50-75K
CD001402,2025-02-18 23:19:53,615,58530,25.22,4,7710,home_improvement,RENT,0,0,0,50.04,2,681,0.02846,LOW,APPROVED,0,0,600-700,50-75K
CD001403,2025-05-06 21:09:19,645,55963,21.0,2,13183,debt_consolidation,RENT,1,4,46,57.64,2,575,0.275091,HIGH,DECLINED,0,0,<600,50-75K
CD001404,2025-04-27 10:05:45,760,48607,42.8,6,20830,credit_card,MORTGAGE,2,6,46,70.66,0,628,0.119849,HIGH,DECLINED,0,0,600-700,<50K
CD001405,2025-04-04 11:51:01,570,101825,28.96,7,12385,credit_card,RENT,0,0,0,44.4,4,552,0.447937,VERY_HIGH,DECLINED,1,90,<600,100K+
CD001406,2025-05-19 05:39:47,729,75991,26.94,10,15466,other,RENT,0,0,0,23.49,1,678,0.01858,LOW,APPROVED,0,0,600-700,75-100K
CD001407,2025-04-03 19:57:14,666,66756,11.2,4,10159,debt_consolidation,MORTGAGE,0,0,0,78.47,1,704,0.015093,LOW,APPROVED,0,0,700-800,50-75K
CD001408,2025-05-19 15:29:54,732,83486,21.37,1,26699,debt_consolidation,RENT,2,2,23,36.2,2,696,0.018803,LOW,APPROVED,0,0,600-700,75-100K
CD001409,2025-02-05 23:24:14,647,42752,30.6,15,18670,major_purchase,RENT,1,4,36,33.42,0,656,0.066614,MEDIUM,APPROVED,0,0,600-700,<50K
CD001410,2025-02-11 00:19:59,690,110658,42.22,6,20624,major_purchase,OTHER,1,4,10,26.53,1,713,0.009338,LOW,APPROVED,0,0,700-800,100K+
CD001411,2025-04-30 08:46:10,688,27001,36.47,5,35513,debt_consolidation,RENT,0,0,0,45.92,0,660,0.053082,MEDIUM,APPROVED,0,0,600-700,<50K
CD001412,2025-04-08 19:54:25,785,48768,29.93,1,28409,other,OWN,0,0,0,48.89,1,746,0.005685,LOW,APPROVED,0,0,700-800,<50K
CD001413,2025-04-28 16:44:45,661,26336,28.97,11,48365,major_purchase,MORTGAGE,0,0,0,59.44,3,552,0.458087,VERY_HIGH,DECLINED,0,0,<600,<50K
CD001414,2025-03-11 21:45:03,681,43756,36.25,2,13231,credit_card,MORTGAGE,1,5,34,36.77,1,559,0.395098,HIGH,DECLINED,0,0,<600,<50K
CD001415,2025-01-07 10:02:45,626,66397,31.02,1,13012,debt_consolidation,OWN,1,6,21,49.91,0,535,0.54771,VERY_HIGH,APPROVED,1,90,<600,50-75K
CD001416,2025-03-09 11:53:36,684,57701,24.82,3,15691,other,MORTGAGE,2,5,28,56.97,1,657,0.045545,MEDIUM,APPROVED,0,0,600-700,50-75K
CD001417,2025-05-19 23:15:37,627,140358,14.24,3,25851,debt_consolidation,MORTGAGE,1,3,53,65.06,2,604,0.171337,HIGH,DECLINED,1,150,600-700,100K+
CD001418,2025-04-13 03:06:47,661,62916,29.22,21,27100,debt_consolidation,MORTGAGE,2,6,44,69.97,1,596,0.227831,HIGH,APPROVED,1,90,<600,50-75K
CD001419,2025-01-09 10:40:48,689,69186,21.36,17,22442,home_improvement,RENT,1,3,18,17.19,0,694,0.017785,LOW,DECLINED,0,0,600-700,50-75K
CD001420,2025-01-09 01:32:37,698,54658,21.13,3,25610,credit_card,RENT,0,0,0,40.94,1,676,0.024809,LOW,APPROVED,0,0,600-700,50-75K
CD001421,2025-05-28 13:35:41,618,35493,24.68,4,16947,credit_card,MORTGAGE,2,6,45,58.75,1,537,0.507711,VERY_HIGH,DECLINED,0,0,<600,<50K
CD001422,2025-06-23 22:09:20,619,80622,17.63,8,48796,major_purchase,MORTGAGE,1,5,21,60.57,1,641,0.064557,MEDIUM,APPROVED,0,0,600-700,75-100K
CD001423,2025-01-04 04:44:36,732,107306,38.62,8,45579,home_improvement,RENT,0,0,0,7.58,3,666,0.034895,MEDIUM,APPROVED,0,0,600-700,100K+
CD001424,2025-01-31 19:11:49,639,32995,30.5,3,19071,home_improvement,RENT,0,0,0,78.85,0,642,0.067588,MEDIUM,APPROVED,1,90,600-700,<50K
CD001425,2025-01-30 18:36:17,678,23444,27.05,15,12398,other,MORTGAGE,0,0,0,38.47,1,667,0.024896,LOW,APPROVED,0,0,600-700,<50K
CD001426,2025-02-07 09:48:45,652,25384,11.55,1,17891,credit_card,RENT,0,0,0,92.49,1,651,0.058316,MEDIUM,APPROVED,1,120,600-700,<50K
CD001427,2025-02-13 12:47:48,581,48454,28.75,3,8448,home_improvement,RENT,1,1,48,71.22,0,532,0.687243,VERY_HIGH,DECLINED,1,90,<600,<50K
CD001428,2025-05-24 14:47:46,662,63656,32.09,2,13089,credit_card,OWN,0,0,0,22.98,3,676,0.036131,MEDIUM,APPROVED,0,0,600-700,50-75K
CD001429,2025-05-22 03:22:28,661,76346,11.27,1,6373,credit_card,MORTGAGE,0,0,0,26.26,2,743,0.004362,LOW,APPROVED,0,0,700-800,75-100K
CD001430,2025-05-24 10:19:15,765,19985,14.46,10,7795,home_improvement,OWN,1,2,10,24.18,1,731,0.004705,LOW,APPROVED,0,0,700-800,<50K
CD001431,2025-01-30 17:01:21,563,27408,24.85,1,8810,credit_card,RENT,0,0,0,60.66,1,521,0.620112,VERY_HIGH,DECLINED,0,0,<600,<50K
CD001432,2025-05-10 16:16:57,639,59694,37.18,5,9699,debt_consolidation,MORTGAGE,1,5,15,40.85,1,667,0.033344,MEDIUM,APPROVED,1,120,600-700,50-75K
CD001433,2025-03-06 01:30:54,702,68217,53.47,11,7695,debt_consolidation,OWN,1,2,13,3.74,0,655,0.049299,MEDIUM,APPROVED,0,0,600-700,50-75K
CD001434,2025-05-06 02:55:40,638,46650,38.67,9,27907,debt_consolidation,MORTGAGE,2,3,41,74.61,1,521,0.578035,VERY_HIGH,DECLINED,1,90,<600,<50K
CD001435,2025-06-14 13:56:10,550,42814,20.77,2,12326,other,RENT,2,2,27,28.5,0,523,0.566919,VERY_HIGH,DECLINED,1,90,<600,<50K
CD001436,2025-04-25 10:52:28,702,69549,27.54,3,4288,other,MORTGAGE,1,4,49,78.2,3,665,0.044669,MEDIUM,DECLINED,1,90,600-700,50-75K
CD001437,2025-05-22 20:35:37,677,41044,49.05,28,18545,credit_card,MORTGAGE,1,6,24,66.78,2,554,0.403933,HIGH,DECLINED,1,90,<600,<50K
CD001438,2025-01-19 06:01:22,621,25921,33.5,5,48777,debt_consolidation,RENT,0,0,0,98.52,2,537,0.601194,VERY_HIGH,DECLINED,1,90,<600,<50K
CD001439,2025-06-27 21:29:33,613,104912,33.16,3,21754,debt_consolidation,RENT,1,5,50,15.92,0,621,0.087033,MEDIUM,APPROVED,0,0,600-700,100K+
CD001440,2025-04-26 08:10:18,630,85254,32.03,0,11916,home_improvement,MORTGAGE,1,4,37,73.43,0,638,0.049586,MEDIUM,APPROVED,1,60,600-700,75-100K
CD001441,2025-02-03 09:44:55,678,47932,24.75,4,30101,debt_consolidation,MORTGAGE,0,0,0,34.9,0,699,0.017757,LOW,APPROVED,0,0,600-700,<50K
CD001442,2025-06-23 04:54:07,658,53612,7.45,2,23628,credit_card,MORTGAGE,1,3,16,69.34,1,610,0.113947,HIGH,APPROVED,0,0,600-700,50-75K
CD001443,2025-06-14 06:14:46,631,38691,17.27,12,38268,home_improvement,MORTGAGE,0,0,0,48.63,0,657,0.038355,MEDIUM,APPROVED,1,150,600-700,<50K
CD001444,2025-04-19 17:48:40,686,118197,21.65,4,59222,major_purchase,MORTGAGE,1,3,17,57.75,0,661,0.04961,MEDIUM,APPROVED,1,120,600-700,100K+
CD001445,2025-01-22 19:36:57,724,70634,32.57,6,11294,credit_card,OWN,0,0,0,44.46,0,631,0.079796,MEDIUM,APPROVED,0,0,600-700,50-75K
CD001446,2025-06-27 12:13:28,634,89225,32.18,16,8190,debt_consolidation,MORTGAGE,0,0,0,74.85,0,635,0.095089,HIGH,DECLINED,0,0,600-700,75-100K
CD001447,2025-06-07 12:51:55,753,51188,29.83,13,21555,other,MORTGAGE,0,0,0,27.51,2,684,0.019868,LOW,APPROVED,0,0,600-700,50-75K
CD001448,2025-04-04 04:52:40,669,35296,23.84,0,13823,other,MORTGAGE,2,4,31,54.8,1,617,0.126203,HIGH,DECLINED,1,60,600-700,<50K
CD001449,2025-05-20 14:39:09,700,157574,39.5,2,15521,other,MORTGAGE,1,2,28,28.52,3,653,0.057457,MEDIUM,APPROVED,0,0,600-700,100K+
CD001450,2025-03-09 03:02:48,690,68818,33.17,2,35136,debt_consolidation,MORTGAGE,2,5,38,52.19,3,547,0.530616,VERY_HIGH,DECLINED,0,0,<600,50-75K
CD001451,2025-05-18 19:47:12,694,91644,29.63,5,24912,debt_consolidation,MORTGAGE,0,0,0,49.18,3,739,0.006808,LOW,APPROVED,0,0,700-800,75-100K
CD001452,2025-05-12 04:22:11,680,107119,21.93,7,13190,home_improvement,RENT,2,4,13,30.0,2,667,0.032787,MEDIUM,APPROVED,0,0,600-700,100K+
CD001453,2025-01-07 12:42:16,543,136816,29.29,15,5168,credit_card,RENT,1,4,33,48.46,0,555,0.391131,HIGH,DECLINED,1,150,<600,100K+
CD001454,2025-06-21 17:40:07,615,73151,34.57,3,32172,major_purchase,RENT,3,3,21,23.55,3,573,0.357443,HIGH,DECLINED,1,60,<600,50-75K
CD001455,2025-02-17 05:13:29,714,28990,35.38,13,14581,debt_consolidation,MORTGAGE,1,4,36,27.9,3,640,0.091258,MEDIUM,APPROVED,0,0,600-700,<50K
CD001456,2025-03-08 10:30:46,609,74279,26.29,4,21648,home_improvement,MORTGAGE,0,0,0,39.64,3,660,0.054575,MEDIUM,APPROVED,1,90,600-700,50-75K
CD001457,2025-01-25 03:34:34,672,45213,32.1,10,26652,credit_card,RENT,0,0,0,30.43,3,695,0.012402,LOW,APPROVED,0,0,600-700,<50K
CD001458,2025-06-14 19:24:17,581,51680,26.77,17,15544,major_purchase,RENT,0,0,0,68.87,2,521,0.534271,VERY_HIGH,DECLINED,0,0,<600,50-75K
CD001459,2025-02-26 08:25:38,632,93507,34.32,4,11430,other,MORTGAGE,3,3,51,59.81,1,502,0.746091,VERY_HIGH,DECLINED,0,0,<600,75-100K
CD001460,2025-06-05 18:36:22,750,65580,25.83,1,16463,debt_consolidation,MORTGAGE,2,2,57,53.59,1,629,0.072466,MEDIUM,APPROVED,0,0,600-700,50-75K
CD001461,2025-05-13 16:17:00,679,50706,46.28,7,9091,credit_card,RENT,0,0,0,49.11,3,613,0.119796,HIGH,APPROVED,0,0,600-700,50-75K
CD001462,2025-02-15 09:32:34,618,54753,42.78,4,23935,debt_consolidation,MORTGAGE,1,3,42,32.1,2,501,0.747484,VERY_HIGH,DECLINED,1,90,<600,50-75K
CD001463,2025-02-23 09:13:05,631,71947,17.93,0,24416,other,MORTGAGE,3,6,33,30.56,3,508,0.69049,VERY_HIGH,DECLINED,1,90,<600,50-75K
CD001464,2025-02-05 10:32:43,573,108639,30.54,3,20331,debt_consolidation,RENT,3,5,25,72.73,2,557,0.411012,HIGH,DECLINED,1,150,<600,100K+
CD001465,2025-06-27 00:17:42,690,104275,33.55,19,5543,credit_card,OWN,1,3,7,64.04,0,647,0.088141,MEDIUM,APPROVED,0,0,600-700,100K+
CD001466,2025-01-06 03:36:02,652,30612,35.95,4,13795,major_purchase,OWN,0,0,0,68.82,0,608,0.117747,HIGH,APPROVED,1,150,600-700,<50K
CD001467,2025-01-18 11:53:53,705,73666,14.9,3,28963,debt_consolidation,OWN,1,6,35,35.6,3,701,0.015518,LOW,APPROVED,0,30,700-800,50-75K
CD001468,2025-04-11 10:29:01,708,67293,19.79,9,54474,other,MORTGAGE,2,3,26,46.54,3,654,0.041703,MEDIUM,APPROVED,0,0,600-700,50-75K
CD001469,2025-06-10 11:24:30,648,80573,36.47,11,22738,home_improvement,MORTGAGE,2,3,44,99.55,0,530,0.552141,VERY_HIGH,DECLINED,0,30,<600,75-100K
CD001470,2025-02-21 10:15:28,612,80698,31.17,5,7284,debt_consolidation,RENT,1,4,1,42.52,4,562,0.304306,HIGH,APPROVED,1,90,<600,75-100K
CD001471,2025-01-31 03:45:05,598,77309,41.43,8,15051,credit_card,MORTGAGE,1,4,4,53.49,4,399,0.979462,VERY_HIGH,DECLINED,1,60,<600,75-100K
CD001472,2025-04-21 18:53:26,642,91924,39.09,0,9100,credit_card,OWN,1,7,25,61.28,3,528,0.566078,VERY_HIGH,APPROVED,1,60,<600,75-100K
CD001473,2025-05-12 15:00:45,665,64406,20.79,3,5593,other,RENT,2,6,49,92.15,0,641,0.101497,HIGH,APPROVED,0,0,600-700,50-75K
CD001474,2025-02-02 09:08:58,739,100214,28.75,1,23007,debt_consolidation,RENT,0,0,0,48.64,1,790,0.001889,LOW,APPROVED,0,0,700-800,100K+
CD001475,2025-05-02 13:51:23,611,141111,23.98,1,15346,credit_card,MORTGAGE,0,0,0,53.01,2,516,0.572082,VERY_HIGH,DECLINED,0,0,<600,100K+
CD001476,2025-02-21 20:48:00,688,49436,31.73,6,16885,major_purchase,MORTGAGE,2,5,7,64.47,3,601,0.200457,HIGH,APPROVED,0,0,600-700,<50K
CD001477,2025-03-20 09:06:04,606,34459,44.65,6,85559,home_improvement,MORTGAGE,0,0,0,79.94,2,432,0.943849,VERY_HIGH,DECLINED,0,0,<600,<50K
CD001478,2025-04-19 19:05:18,632,50634,26.61,3,29665,credit_card,MORTGAGE,0,0,0,73.3,0,549,0.436979,VERY_HIGH,DECLINED,1,90,<600,50-75K
CD001479,2025-02-19 04:13:52,705,58039,38.33,2,9607,credit_card,OWN,1,2,2,87.49,5,652,0.069258,MEDIUM,APPROVED,0,0,600-700,50-75K
CD001480,2025-05-20 10:03:50,691,51498,32.16,0,10071,other,OTHER,1,5,13,84.75,1,687,0.037783,MEDIUM,APPROVED,0,0,600-700,50-75K
CD001481,2025-04-16 00:47:06,634,39241,31.92,5,30262,major_purchase,RENT,1,4,15,57.1,1,525,0.536224,VERY_HIGH,DECLINED,1,90,<600,<50K
CD001482,2025-01-29 18:00:49,627,43989,29.15,4,13379,home_improvement,MORTGAGE,1,3,15,73.0,1,592,0.171403,HIGH,APPROVED,0,0,<600,<50K
CD001483,2025-02-05 18:52:26,723,80792,28.65,7,31035,major_purchase,MORTGAGE,0,0,0,35.51,2,704,0.011411,LOW,APPROVED,0,0,700-800,75-100K
CD001484,2025-03-25 23:27:38,653,88947,35.18,11,8217,credit_card,RENT,1,2,32,48.23,2,577,0.311724,HIGH,DECLINED,0,0,<600,75-100K
CD001485,2025-02-22 03:40:35,646,39303,24.43,1,14532,major_purchase,OWN,0,0,0,24.22,1,623,0.091703,MEDIUM,APPROVED,0,30,600-700,<50K
CD001486,2025-03-04 14:52:49,605,53553,35.42,1,25766,other,RENT,0,0,0,63.01,0,574,0.348219,HIGH,DECLINED,1,90,<600,50-75K
CD001487,2025-03-01 16:24:05,800,30599,29.7,0,9259,credit_card,RENT,0,0,0,41.18,1,742,0.002798,LOW,APPROVED,0,0,700-800,<50K
CD001488,2025-04-07 18:16:46,764,41980,20.77,0,9611,home_improvement,RENT,1,6,57,70.59,2,618,0.094636,HIGH,APPROVED,0,0,600-700,<50K
CD001489,2025-06-13 17:21:47,692,61962,18.89,4,35891,other,MORTGAGE,0,0,0,58.32,0,681,0.03107,MEDIUM,APPROVED,0,30,600-700,50-75K
CD001490,2025-06-05 09:40:09,785,47904,39.94,9,60597,home_improvement,MORTGAGE,2,6,59,85.76,1,630,0.117797,HIGH,APPROVED,0,0,600-700,<50K
CD001491,2025-02-27 20:11:57,691,55029,14.86,1,22966,debt_consolidation,MORTGAGE,0,0,0,63.96,1,681,0.018592,LOW,APPROVED,0,0,600-700,50-75K
CD001492,2025-06-03 12:42:26,646,30920,32.73,3,11333,debt_consolidation,RENT,1,3,47,36.22,1,486,0.753094,VERY_HIGH,DECLINED,0,0,<600,<50K
CD001493,2025-04-13 20:39:21,694,52224,59.99,1,16407,credit_card,MORTGAGE,1,2,45,66.97,0,569,0.30543,HIGH,DECLINED,0,0,<600,50-75K
CD001494,2025-04-20 14:29:56,743,27128,18.45,3,12742,debt_consolidation,MORTGAGE,2,3,29,48.98,3,681,0.022146,LOW,APPROVED,0,0,600-700,<50K
CD001495,2025-06-07 17:37:53,604,57014,32.42,7,32532,debt_consolidation,MORTGAGE,0,0,0,52.03,2,488,0.785588,VERY_HIGH,DECLINED,1,90,<600,50-75K
CD001496,2025-01-17 09:07:08,734,55769,16.08,7,10476,home_improvement,MORTGAGE,0,0,0,72.39,1,714,0.0088,LOW,APPROVED,0,0,700-800,50-75K
CD001497,2025-03-04 18:20:30,731,38276,33.74,11,41312,debt_consolidation,MORTGAGE,1,3,16,47.13,2,711,0.022228,LOW,DECLINED,0,0,700-800,<50K
CD001498,2025-05-06 05:59:53,749,51941,34.48,1,14413,credit_card,RENT,0,0,0,76.91,1,697,0.021643,LOW,APPROVED,0,0,600-700,50-75K
CD001499,2025-03-11 15:07:35,693,63547,30.91,1,42455,debt_consolidation,RENT,2,6,9,11.61,0,648,0.047421,MEDIUM,APPROVED,0,0,600-700,50-75K
CD001500,2025-05-23 14:00:17,728,69840,34.61,6,21747,other,OWN,0,0,0,26.81,1,564,0.316189,HIGH,DECLINED,0,0,<600,50-75K
CD001501,2025-03-02 10:26:13,573,146710,19.11,5,20569,home_improvement,RENT,0,0,0,21.07,1,644,0.063761,MEDIUM,APPROVED,0,0,600-700,100K+
CD001502,2025-06-25 11:20:43,665,118854,28.96,9,13213,debt_consolidation,MORTGAGE,1,6,23,32.04,0,774,0.002593,LOW,APPROVED,0,0,700-800,100K+
CD001503,2025-04-03 19:06:35,724,47860,18.81,25,8702,home_improvement,MORTGAGE,1,4,48,74.59,1,729,0.011172,LOW,APPROVED,0,0,700-800,<50K
CD001504,2025-06-09 01:38:22,698,132993,33.92,3,48897,debt_consolidation,MORTGAGE,0,0,0,90.63,2,621,0.147615,HIGH,APPROVED,0,0,600-700,100K+
CD001505,2025-04-17 19:48:32,683,63093,15.29,1,20907,debt_consolidation,RENT,2,5,37,62.23,2,645,0.067895,MEDIUM,APPROVED,0,0,600-700,50-75K
CD001506,2025-06-19 18:56:48,600,181013,32.54,13,21992,debt_consolidation,OWN,1,5,33,47.92,4,548,0.431407,VERY_HIGH,DECLINED,1,120,<600,100K+
CD001507,2025-03-01 20:45:10,659,69663,39.87,2,43993,debt_consolidation,RENT,1,3,36,71.74,0,627,0.124712,HIGH,APPROVED,0,0,600-700,50-75K
CD001508,2025-05-17 14:31:47,574,46383,40.09,7,43627,debt_consolidation,RENT,1,3,37,36.86,2,463,0.908397,VERY_HIGH,DECLINED,0,0,<600,<50K
CD001509,2025-03-29 00:15:43,655,75174,29.46,4,27732,credit_card,MORTGAGE,1,3,54,2.4,0,616,0.099584,HIGH,APPROVED,0,0,600-700,75-100K
CD001510,2025-04-14 00:41:36,687,59905,29.71,2,32289,debt_consolidation,OTHER,1,2,48,22.86,2,618,0.081631,MEDIUM,APPROVED,0,0,600-700,50-75K
CD001511,2025-03-03 19:44:26,640,111960,23.35,1,39423,credit_card,MORTGAGE,0,0,0,24.39,2,687,0.020225,LOW,APPROVED,0,0,600-700,100K+
CD001512,2025-06-01 03:09:40,695,51407,29.4,3,18972,home_improvement,MORTGAGE,0,0,0,63.67,2,671,0.035431,MEDIUM,DECLINED,0,0,600-700,50-75K
CD001513,2025-03-08 13:21:52,669,48867,20.16,5,71210,debt_consolidation,MORTGAGE,4,3,34,53.25,1,528,0.57705,VERY_HIGH,DECLINED,1,60,<600,<50K
CD001514,2025-06-26 10:01:05,718,20409,10.97,5,13451,home_improvement,RENT,0,0,0,43.96,0,677,0.02453,LOW,APPROVED,0,0,600-700,<50K
CD001515,2025-02-15 22:48:28,650,51402,22.85,1,19667,credit_card,MORTGAGE,0,0,0,48.0,1,676,0.022639,LOW,APPROVED,0,0,600-700,50-75K
CD001516,2025-01-16 16:14:57,581,43288,33.66,0,10868,debt_consolidation,MORTGAGE,2,5,15,76.6,2,468,0.912195,VERY_HIGH,DECLINED,1,120,<600,<50K
CD001517,2025-05-09 04:08:09,600,43488,17.86,1,48945,other,OWN,2,8,48,71.17,3,528,0.579989,VERY_HIGH,DECLINED,1,60,<600,<50K
CD001518,2025-05-25 05:14:00,627,95660,34.18,9,50165,credit_card,OTHER,4,4,10,84.8,1,543,0.424391,VERY_HIGH,DECLINED,1,90,<600,75-100K
CD001519,2025-02-07 08:49:29,669,83856,47.49,0,35582,other,RENT,0,0,0,31.73,3,573,0.248411,HIGH,DECLINED,0,0,<600,75-100K
CD001520,2025-06-18 16:07:59,675,59329,30.56,8,18959,credit_card,MORTGAGE,0,0,0,44.66,1,592,0.229914,HIGH,DECLINED,0,0,<600,50-75K
CD001521,2025-05-04 23:42:12,629,54108,30.09,2,35107,debt_consolidation,RENT,2,3,17,15.9,1,582,0.205921,HIGH,DECLINED,0,30,<600,50-75K
CD001522,2025-04-09 22:46:45,676,40142,9.94,13,17184,credit_card,OWN,2,5,53,37.62,1,679,0.038447,MEDIUM,APPROVED,1,150,600-700,<50K
CD001523,2025-01-29 02:03:40,634,36334,24.41,3,24186,debt_consolidation,OWN,2,2,11,89.29,0,547,0.371824,HIGH,DECLINED,1,120,<600,<50K
