application_id,application_time,credit_score,annual_income,debt_to_income,employment_length,loan_amount,loan_purpose,home_ownership,number_of_delinquent_accounts,delinquent_months,months_since_last_delinquent,revolving_utilization,inquiries_last_6m,model_score,probability_of_default,risk_rating,application_status,actual_default,past_due_days,score_band,income_band
CS001101,2025-03-21 14:34:03,740,65160,35.05,15,22324,debt_consolidation,RENT,0,0,0,63.4,2,670,0.023843,MEDIUM,APPROVED,0,0,600-700,50-75K
CS001102,2025-05-28 09:43:34,697,58823,27.38,1,36707,debt_consolidation,RENT,1,5,59,52.1,3,671,0.045622,HIGH,APPROVED,0,0,600-700,50-75K
CS001103,2025-01-28 05:34:43,684,75495,26.76,1,12981,debt_consolidation,RENT,1,6,48,53.21,0,624,0.083625,HIGH,APPROVED,0,0,600-700,75-100K
CS001104,2025-05-15 11:47:48,637,40167,32.13,1,14919,debt_consolidation,RENT,0,0,0,43.81,2,575,0.282213,VERY_HIGH,DECLINED,0,0,<600,<50K
CS001105,2025-01-15 12:11:52,612,37932,19.65,3,15567,credit_card,MORTGAGE,2,3,26,67.92,2,569,0.323906,VERY_HIGH,DECLINED,0,30,<600,<50K
CS001106,2025-01-10 02:03:23,673,122425,5.48,3,27944,credit_card,MORTGAGE,1,4,36,48.05,1,674,0.03367,MEDIUM,APPROVED,0,0,600-700,100K+
CS001107,2025-01-14 00:43:44,667,62953,15.03,2,17332,home_improvement,RENT,0,0,0,37.24,2,690,0.015492,LOW,DECLINED,0,0,600-700,50-75K
CS001108,2025-05-25 03:20:06,704,69283,33.66,11,68465,major_purchase,RENT,0,0,0,48.7,1,729,0.011568,LOW,APPROVED,0,0,700-800,50-75K
CS001109,2025-05-16 17:25:00,685,62509,27.07,0,23305,major_purchase,MORTGAGE,2,1,44,38.25,1,601,0.167036,HIGH,DECLINED,1,90,600-700,50-75K
CS001110,2025-03-21 23:33:44,667,66525,38.31,0,47587,home_improvement,RENT,0,0,0,1.92,0,689,0.031717,MEDIUM,APPROVED,0,0,600-700,50-75K
CS001111,2025-02-27 15:11:49,814,107176,20.65,21,33135,home_improvement,RENT,0,0,0,41.9,2,800,0.001447,LOW,APPROVED,0,0,800+,100K+
CS001112,2025-03-23 16:34:09,707,69223,24.78,11,51606,credit_card,MORTGAGE,0,0,0,45.7,2,675,0.029565,MEDIUM,APPROVED,0,0,600-700,50-75K
CS001113,2025-03-21 15:49:26,756,60184,14.6,0,5671,major_purchase,RENT,0,0,0,58.41,1,740,0.004632,LOW,APPROVED,0,0,700-800,50-75K
CS001114,2025-02-08 00:29:17,632,47959,20.26,4,21456,debt_consolidation,MORTGAGE,0,0,0,84.76,1,636,0.087603,HIGH,APPROVED,1,60,600-700,<50K
CS001115,2025-03-13 08:28:59,745,68857,40.21,1,15924,major_purchase,RENT,2,6,1,67.89,1,617,0.137892,HIGH,APPROVED,0,0,600-700,50-75K
CS001116,2025-01-05 17:38:02,754,105741,26.66,7,21046,home_improvement,MORTGAGE,0,0,0,32.66,2,738,0.004857,LOW,APPROVED,0,0,700-800,100K+
CS001117,2025-01-05 08:54:07,714,50239,12.67,20,27620,major_purchase,MORTGAGE,0,0,0,38.65,0,696,0.017187,MEDIUM,APPROVED,0,0,600-700,50-75K
CS001118,2025-04-03 00:23:51,640,52656,29.4,10,18961,other,OWN,0,0,0,48.93,1,617,0.144828,HIGH,APPROVED,0,0,600-700,50-75K
CS001119,2025-01-01 11:43:42,758,109189,31.1,2,9112,home_improvement,MORTGAGE,0,0,0,94.44,2,685,0.030396,MEDIUM,APPROVED,1,120,600-700,100K+
CS001120,2025-04-24 14:47:41,649,70833,21.32,6,27261,credit_card,RENT,0,0,0,34.42,1,679,0.026624,MEDIUM,APPROVED,0,0,600-700,50-75K
CS001121,2025-03-29 19:07:38,603,105068,20.34,2,8376,other,RENT,1,5,59,36.07,0,611,0.136011,HIGH,APPROVED,0,0,600-700,100K+
CS001122,2025-03-28 22:53:11,599,40265,27.62,4,42978,major_purchase,RENT,3,2,12,35.24,0,528,0.542186,VERY_HIGH,DECLINED,0,0,<600,<50K
CS001123,2025-03-27 02:10:16,692,46086,30.89,1,14712,home_improvement,MORTGAGE,1,3,40,25.46,1,658,0.033871,MEDIUM,APPROVED,0,0,600-700,<50K
CS001124,2025-05-13 01:08:20,662,40351,29.85,0,29820,major_purchase,MORTGAGE,0,0,0,56.86,1,644,0.082019,HIGH,APPROVED,0,0,600-700,<50K
CS001125,2025-03-11 20:57:52,733,77681,20.51,1,40564,credit_card,RENT,0,0,0,1.13,0,766,0.003008,LOW,APPROVED,0,0,700-800,75-100K
CS001126,2025-06-10 08:58:11,726,32639,17.46,11,25482,credit_card,MORTGAGE,2,6,11,48.49,1,659,0.041806,MEDIUM,DECLINED,0,0,600-700,<50K
CS001127,2025-03-17 12:23:20,765,82046,16.0,4,17291,major_purchase,MORTGAGE,0,0,0,33.41,0,748,0.006112,LOW,APPROVED,0,30,700-800,75-100K
CS001128,2025-06-25 13:23:10,708,63438,33.57,1,25040,credit_card,MORTGAGE,0,0,0,16.93,3,644,0.079275,HIGH,APPROVED,0,0,600-700,50-75K
CS001129,2025-03-29 00:49:54,695,80827,23.41,4,16655,major_purchase,OWN,2,3,32,62.93,0,632,0.057745,HIGH,APPROVED,0,0,600-700,75-100K
CS001130,2025-06-17 21:19:26,689,93908,21.09,2,19880,home_improvement,RENT,0,0,0,57.28,4,576,0.184864,HIGH,APPROVED,0,0,<600,75-100K
CS001131,2025-02-10 16:18:18,645,100378,30.52,9,10625,debt_consolidation,MORTGAGE,0,0,0,63.25,1,618,0.12367,HIGH,APPROVED,0,0,600-700,100K+
CS001132,2025-06-12 13:53:48,643,22712,37.91,6,11461,home_improvement,MORTGAGE,1,6,6,85.66,0,514,0.640032,VERY_HIGH,DECLINED,1,90,<600,<50K
CS001133,2025-06-19 00:32:15,648,86000,36.33,12,7066,credit_card,MORTGAGE,0,0,0,31.2,0,659,0.05629,HIGH,APPROVED,0,0,600-700,75-100K
CS001134,2025-06-08 06:26:05,702,107561,25.25,9,16448,home_improvement,MORTGAGE,0,0,0,35.82,4,641,0.051803,HIGH,DECLINED,0,0,600-700,100K+
CS001135,2025-04-04 09:25:30,642,54699,17.89,3,20783,home_improvement,RENT,0,0,0,84.47,1,606,0.1784,HIGH,APPROVED,0,0,600-700,50-75K
CS001136,2025-04-05 04:31:00,684,89072,15.56,6,14308,credit_card,OWN,0,0,0,73.6,0,704,0.015967,LOW,APPROVED,0,0,700-800,75-100K
CS001137,2025-05-24 21:08:15,748,87274,33.15,8,10243,debt_consolidation,RENT,0,0,0,25.01,0,744,0.003683,LOW,APPROVED,0,0,700-800,75-100K
CS001138,2025-06-02 04:36:29,556,91774,16.98,11,38310,debt_consolidation,MORTGAGE,0,0,0,68.98,0,584,0.368465,VERY_HIGH,DECLINED,1,90,<600,75-100K
CS001139,2025-06-12 00:19:43,640,40537,27.89,3,25590,debt_consolidation,MORTGAGE,1,5,3,52.06,1,561,0.332746,VERY_HIGH,DECLINED,0,0,<600,<50K
CS001140,2025-04-08 14:48:24,633,119014,30.87,18,48879,credit_card,RENT,1,5,33,57.68,0,577,0.28802,VERY_HIGH,DECLINED,0,0,<600,100K+
CS001141,2025-03-01 16:22:52,687,36829,36.67,7,74001,other,MORTGAGE,0,0,0,38.32,3,589,0.205619,VERY_HIGH,DECLINED,0,0,<600,<50K
CS001142,2025-02-14 08:49:36,605,84425,24.0,7,5220,home_improvement,MORTGAGE,0,0,0,57.87,3,605,0.146858,HIGH,DECLINED,0,0,600-700,75-100K
CS001143,2025-05-10 06:14:47,651,89910,30.73,15,20786,credit_card,MORTGAGE,0,0,0,22.92,1,655,0.038724,MEDIUM,APPROVED,0,0,600-700,75-100K
CS001144,2025-01-25 03:03:31,814,87375,16.33,1,31582,other,RENT,0,0,0,72.37,0,784,0.001423,LOW,APPROVED,0,0,700-800,75-100K
CS001145,2025-03-17 19:57:16,612,82516,17.53,2,18709,credit_card,OWN,0,0,0,76.12,1,616,0.138112,HIGH,APPROVED,0,0,600-700,75-100K
CS001146,2025-02-11 23:36:09,682,135055,41.8,5,14977,home_improvement,RENT,2,2,43,21.61,3,620,0.076593,HIGH,DECLINED,0,0,600-700,100K+
CS001147,2025-05-27 15:36:26,699,94888,20.79,4,47524,major_purchase,RENT,2,6,49,80.02,1,640,0.068734,HIGH,DECLINED,1,90,600-700,75-100K
CS001148,2025-05-28 13:56:09,671,82895,32.24,9,22960,major_purchase,RENT,1,4,58,42.5,1,601,0.172743,HIGH,APPROVED,0,0,600-700,75-100K
CS001149,2025-03-23 16:01:33,620,118185,30.26,21,14021,major_purchase,OTHER,0,0,0,30.39,2,632,0.086633,HIGH,DECLINED,0,0,600-700,100K+
CS001150,2025-03-09 22:13:08,742,36913,26.64,6,15612,debt_consolidation,RENT,1,1,11,68.85,2,652,0.051926,HIGH,DECLINED,0,0,600-700,<50K
CS001151,2025-03-31 23:17:09,581,57253,14.09,2,48787,home_improvement,OTHER,0,0,0,39.99,2,641,0.109943,HIGH,APPROVED,0,0,600-700,50-75K
CS001152,2025-05-17 23:33:23,633,40532,31.22,5,14636,home_improvement,MORTGAGE,0,0,0,49.61,0,599,0.182742,HIGH,DECLINED,0,0,<600,<50K
CS001153,2025-04-23 05:21:07,674,38679,18.96,5,36024,other,MORTGAGE,1,9,32,71.45,1,667,0.034921,MEDIUM,APPROVED,0,0,600-700,<50K
CS001154,2025-01-10 16:57:06,651,106771,26.12,21,47593,credit_card,MORTGAGE,1,6,51,70.38,0,603,0.142847,HIGH,APPROVED,0,0,600-700,100K+
CS001155,2025-01-18 23:11:17,751,73175,24.65,6,21515,home_improvement,OWN,2,7,55,55.23,0,714,0.015286,LOW,DECLINED,0,0,700-800,50-75K
CS001156,2025-03-30 23:29:59,668,134910,20.04,1,10732,major_purchase,RENT,0,0,0,89.8,1,653,0.071352,HIGH,APPROVED,0,0,600-700,100K+
CS001157,2025-03-03 16:20:45,790,91401,41.3,3,32198,major_purchase,OWN,0,0,0,33.68,0,734,0.005022,LOW,APPROVED,0,0,700-800,75-100K
CS001158,2025-06-25 19:57:42,684,18000,19.18,4,11486,home_improvement,RENT,0,0,0,45.75,1,652,0.040259,MEDIUM,APPROVED,0,0,600-700,<50K
CS001159,2025-03-19 23:57:45,770,56529,32.29,0,12657,home_improvement,RENT,0,0,0,52.97,1,665,0.029463,MEDIUM,APPROVED,0,30,600-700,50-75K
CS001160,2025-05-14 11:20:56,708,52748,26.01,0,29620,credit_card,RENT,0,0,0,88.81,3,649,0.071607,HIGH,APPROVED,0,0,600-700,50-75K
CS001161,2025-03-18 09:59:32,670,48036,13.32,16,22673,home_improvement,MORTGAGE,1,7,27,32.68,1,714,0.011484,LOW,APPROVED,0,0,700-800,<50K
CS001162,2025-02-05 04:58:11,668,137971,32.51,17,21631,debt_consolidation,MORTGAGE,1,7,49,35.07,1,614,0.152426,HIGH,APPROVED,0,0,600-700,100K+
CS001163,2025-05-11 02:32:30,740,49990,43.14,4,18934,other,RENT,1,6,35,62.95,1,611,0.112635,HIGH,APPROVED,1,120,600-700,<50K
CS001164,2025-02-22 15:22:40,653,103792,25.58,10,19231,debt_consolidation,MORTGAGE,0,0,0,62.88,2,643,0.06485,HIGH,APPROVED,0,0,600-700,100K+
CS001165,2025-03-24 07:30:30,681,61010,28.05,1,8742,other,MORTGAGE,0,0,0,69.77,2,627,0.096471,HIGH,APPROVED,0,0,600-700,50-75K
CS001166,2025-01-30 23:23:52,639,60197,37.02,14,17278,major_purchase,MORTGAGE,1,5,1,31.38,1,597,0.239879,VERY_HIGH,DECLINED,0,0,<600,50-75K
CS001167,2025-01-14 06:51:00,570,48347,34.28,16,12486,home_improvement,RENT,0,0,0,20.44,2,511,0.644778,VERY_HIGH,DECLINED,0,0,<600,<50K
CS001168,2025-02-17 10:33:28,713,138147,8.93,23,10883,debt_consolidation,RENT,0,0,0,46.54,2,661,0.021327,MEDIUM,APPROVED,0,30,600-700,100K+
CS001169,2025-04-07 10:23:04,718,62776,23.54,1,16542,other,MORTGAGE,0,0,0,65.33,0,655,0.045056,MEDIUM,APPROVED,0,0,600-700,50-75K
CS001170,2025-05-23 05:39:43,616,39940,39.47,1,14785,major_purchase,MORTGAGE,1,7,55,40.45,1,574,0.365287,VERY_HIGH,APPROVED,0,0,<600,<50K
CS001171,2025-02-12 10:10:24,709,68034,14.51,9,44438,home_improvement,MORTGAGE,0,0,0,28.79,2,726,0.012441,LOW,APPROVED,0,0,700-800,50-75K
CS001172,2025-05-21 20:16:33,670,33154,31.74,8,31837,home_improvement,OWN,0,0,0,24.69,0,604,0.101295,HIGH,APPROVED,0,0,600-700,<50K
CS001173,2025-01-20 23:36:35,578,115159,15.47,7,49933,major_purchase,MORTGAGE,0,0,0,25.22,1,610,0.160783,HIGH,APPROVED,0,0,600-700,100K+
CS001174,2025-02-10 08:17:59,631,36825,20.19,0,22625,debt_consolidation,RENT,1,3,37,38.36,3,611,0.169432,HIGH,DECLINED,0,0,600-700,<50K
CS001175,2025-06-15 03:47:06,720,46625,18.54,1,33536,other,RENT,0,0,0,68.02,0,694,0.019184,MEDIUM,APPROVED,0,0,600-700,<50K
CS001176,2025-05-13 20:42:38,740,69797,28.77,1,25805,debt_consolidation,OWN,1,7,59,49.66,0,676,0.026009,MEDIUM,APPROVED,0,30,600-700,50-75K
CS001177,2025-02-19 19:46:29,705,39904,29.92,4,45862,credit_card,RENT,3,1,37,48.7,0,594,0.226033,VERY_HIGH,DECLINED,0,0,<600,<50K
CS001178,2025-04-16 20:12:41,838,122477,17.42,5,33221,debt_consolidation,MORTGAGE,0,0,0,20.82,3,840,0.000391,LOW,APPROVED,0,0,800+,100K+
CS001179,2025-03-16 07:01:23,703,62293,30.36,4,26602,debt_consolidation,RENT,3,5,52,66.66,1,605,0.220995,VERY_HIGH,DECLINED,0,0,600-700,50-75K
CS001180,2025-06-10 01:55:11,642,66465,24.53,16,27137,debt_consolidation,RENT,0,0,0,12.99,1,638,0.064535,HIGH,DECLINED,0,0,600-700,50-75K
CS001181,2025-01-03 02:03:31,602,65466,31.81,17,18355,major_purchase,MORTGAGE,1,1,39,51.81,3,560,0.502532,VERY_HIGH,DECLINED,0,0,<600,50-75K
CS001182,2025-05-21 18:00:17,767,62946,8.25,2,48727,debt_consolidation,RENT,0,0,0,62.55,2,760,0.003237,LOW,DECLINED,0,0,700-800,50-75K
CS001183,2025-05-06 07:13:03,658,66843,11.01,2,21690,credit_card,RENT,1,3,17,63.46,1,611,0.123175,HIGH,APPROVED,0,0,600-700,50-75K
CS001184,2025-06-16 13:37:42,664,153737,13.84,13,12385,debt_consolidation,RENT,1,3,14,53.21,1,732,0.008926,LOW,APPROVED,0,0,700-800,100K+
CS001185,2025-05-17 18:24:57,639,57248,20.21,7,19181,major_purchase,MORTGAGE,0,0,0,19.56,4,672,0.03185,MEDIUM,APPROVED,0,0,600-700,50-75K
CS001186,2025-05-30 15:22:40,639,40419,21.05,2,45320,debt_consolidation,RENT,1,8,36,67.23,2,594,0.244348,VERY_HIGH,DECLINED,0,0,<600,<50K
CS001187,2025-01-02 13:53:07,665,112322,8.31,2,41447,major_purchase,RENT,1,4,39,54.61,1,687,0.025217,MEDIUM,APPROVED,0,0,600-700,100K+
CS001188,2025-03-14 17:24:19,711,98601,26.62,4,25125,credit_card,MORTGAGE,1,6,51,86.02,0,678,0.024457,MEDIUM,APPROVED,0,30,600-700,75-100K
CS001189,2025-03-18 13:40:40,715,52215,23.35,2,33263,debt_consolidation,MORTGAGE,0,0,0,56.79,0,680,0.024316,MEDIUM,APPROVED,0,0,600-700,50-75K
CS001190,2025-05-15 04:39:09,705,52022,36.41,7,49013,other,MORTGAGE,0,0,0,14.43,1,685,0.037835,MEDIUM,APPROVED,0,0,600-700,50-75K
CS001191,2025-01-27 10:35:04,738,113702,24.95,7,60545,debt_consolidation,RENT,1,6,5,65.18,1,688,0.015933,LOW,APPROVED,0,0,600-700,100K+
CS001192,2025-01-25 07:56:54,659,68198,37.75,5,13439,home_improvement,RENT,1,4,1,57.05,2,603,0.183088,HIGH,APPROVED,0,0,600-700,50-75K
CS001193,2025-03-11 10:47:43,630,61901,20.0,7,19271,debt_consolidation,RENT,0,0,0,15.5,2,690,0.027474,MEDIUM,APPROVED,0,0,600-700,50-75K
CS001194,2025-02-05 13:24:44,684,59583,14.7,5,23580,debt_consolidation,RENT,1,4,33,17.09,0,724,0.009957,LOW,APPROVED,0,0,700-800,50-75K
CS001195,2025-03-14 13:52:38,573,47347,20.04,4,41830,debt_consolidation,MORTGAGE,0,0,0,60.62,1,617,0.16336,HIGH,APPROVED,0,0,600-700,<50K
CS001196,2025-06-16 03:29:28,734,83777,32.62,2,10561,debt_consolidation,RENT,3,3,16,63.26,1,652,0.042759,MEDIUM,APPROVED,1,120,600-700,75-100K
CS001197,2025-04-11 03:10:19,715,34080,14.99,2,38523,debt_consolidation,RENT,0,0,0,31.12,0,733,0.008114,LOW,APPROVED,0,0,700-800,<50K
CS001198,2025-06-11 23:10:43,717,37328,23.05,5,32292,credit_card,OTHER,2,4,52,0.0,0,731,0.009465,LOW,APPROVED,0,0,700-800,<50K
CS001199,2025-02-19 23:03:57,627,27807,16.62,2,40280,home_improvement,RENT,0,0,0,27.68,0,644,0.04287,MEDIUM,APPROVED,0,0,600-700,<50K
CS001200,2025-02-02 15:51:11,660,47668,40.83,4,16743,other,RENT,0,0,0,71.65,1,616,0.1403,HIGH,APPROVED,0,0,600-700,<50K
CS001201,2025-04-24 23:26:55,689,37574,30.33,7,61383,major_purchase,OWN,0,0,0,38.29,2,684,0.020879,MEDIUM,APPROVED,0,0,600-700,<50K
CS001202,2025-04-16 13:33:22,631,70498,35.02,1,21013,home_improvement,RENT,1,5,18,21.1,1,569,0.295862,VERY_HIGH,DECLINED,1,90,<600,50-75K
CS001203,2025-05-13 23:07:55,627,44907,7.65,13,22752,debt_consolidation,OTHER,1,5,11,35.82,2,606,0.187932,VERY_HIGH,APPROVED,0,0,600-700,<50K
CS001204,2025-03-01 07:26:25,676,57327,33.11,1,16189,credit_card,RENT,0,0,0,64.22,0,668,0.038766,MEDIUM,APPROVED,0,0,600-700,50-75K
CS001205,2025-03-04 20:44:13,696,83503,30.77,11,27835,home_improvement,RENT,1,4,37,19.29,1,672,0.044864,MEDIUM,APPROVED,0,0,600-700,75-100K
CS001206,2025-01-27 12:36:05,651,64355,12.8,7,40452,debt_consolidation,OWN,1,5,40,38.74,0,675,0.033194,MEDIUM,APPROVED,0,0,600-700,50-75K
CS001207,2025-06-24 10:39:12,744,46286,30.88,9,59499,home_improvement,RENT,0,0,0,36.9,1,687,0.013882,LOW,APPROVED,0,0,600-700,<50K
CS001208,2025-03-31 01:44:44,810,49074,23.59,22,12467,debt_consolidation,RENT,1,4,47,37.46,3,720,0.007893,LOW,APPROVED,0,0,700-800,<50K
CS001209,2025-05-03 00:23:40,719,44399,15.36,3,16381,home_improvement,MORTGAGE,1,3,32,67.93,0,671,0.0356,MEDIUM,APPROVED,0,0,600-700,<50K
CS001210,2025-04-17 20:24:11,677,63884,19.26,0,21126,debt_consolidation,MORTGAGE,2,3,10,44.72,1,672,0.038913,MEDIUM,APPROVED,1,120,600-700,50-75K
CS001211,2025-05-21 13:06:13,670,65287,25.13,5,15525,debt_consolidation,MORTGAGE,3,2,40,15.36,1,609,0.127552,HIGH,APPROVED,1,150,600-700,50-75K
CS001212,2025-03-27 22:56:55,777,114735,27.61,0,16960,other,RENT,0,0,0,39.58,2,737,0.006844,LOW,APPROVED,0,0,700-800,100K+
CS001213,2025-04-02 21:08:42,705,88277,14.78,0,12131,debt_consolidation,MORTGAGE,1,7,14,25.14,2,695,0.014975,LOW,APPROVED,0,0,600-700,75-100K
CS001214,2025-02-20 14:40:11,721,74733,43.69,7,50995,home_improvement,RENT,2,2,50,20.25,1,653,0.070176,HIGH,APPROVED,0,0,600-700,50-75K
CS001215,2025-04-21 04:16:24,700,48007,20.63,7,19908,other,OTHER,0,0,0,82.77,0,638,0.080012,HIGH,APPROVED,0,0,600-700,<50K
CS001216,2025-02-19 19:22:57,656,73829,13.26,22,36222,major_purchase,OWN,0,0,0,36.74,0,706,0.014726,LOW,APPROVED,0,0,700-800,50-75K
CS001217,2025-04-30 21:51:53,772,39518,28.26,3,11032,major_purchase,MORTGAGE,0,0,0,27.8,0,695,0.009017,LOW,APPROVED,0,0,600-700,<50K
CS001218,2025-04-04 14:25:45,674,26615,34.67,2,30635,credit_card,MORTGAGE,1,2,25,42.61,1,613,0.135512,HIGH,APPROVED,0,0,600-700,<50K
CS001219,2025-01-24 04:18:39,696,78210,23.89,11,23152,debt_consolidation,MORTGAGE,0,0,0,63.83,1,695,0.018283,MEDIUM,APPROVED,0,0,600-700,75-100K
CS001220,2025-04-20 17:12:15,569,91475,27.53,6,23279,other,OWN,1,4,11,100.0,1,526,0.556387,VERY_HIGH,DECLINED,1,120,<600,75-100K
CS001221,2025-03-07 22:19:20,808,18000,30.39,4,58749,major_purchase,MORTGAGE,1,3,18,87.2,1,706,0.011434,LOW,APPROVED,0,0,700-800,<50K
CS001222,2025-01-21 11:45:25,729,96827,16.45,6,21208,debt_consolidation,RENT,0,0,0,47.48,1,706,0.015798,LOW,DECLINED,0,0,700-800,75-100K
CS001223,2025-05-06 01:42:04,682,29058,19.75,16,9809,major_purchase,RENT,1,4,25,51.44,0,659,0.037562,MEDIUM,APPROVED,0,0,600-700,<50K
CS001224,2025-05-08 22:05:34,644,38244,18.06,1,6183,home_improvement,RENT,1,5,37,47.92,2,583,0.262927,VERY_HIGH,APPROVED,1,120,<600,<50K
CS001225,2025-04-22 16:38:39,654,75141,15.02,0,16598,major_purchase,MORTGAGE,0,0,0,39.24,0,701,0.008815,LOW,APPROVED,0,30,700-800,75-100K
CS001226,2025-06-06 15:45:34,593,55171,1.4,10,37827,major_purchase,OTHER,1,4,6,100.0,1,593,0.234407,VERY_HIGH,DECLINED,0,0,<600,50-75K
CS001227,2025-02-17 09:26:52,713,58870,8.93,4,12775,debt_consolidation,OWN,0,0,0,50.82,1,727,0.004611,LOW,APPROVED,0,0,700-800,50-75K
CS001228,2025-02-25 10:20:50,639,37102,28.0,17,10455,home_improvement,OWN,0,0,0,78.12,1,596,0.126472,HIGH,DECLINED,0,0,<600,<50K
CS001229,2025-03-18 19:31:51,711,106662,10.03,9,19119,debt_consolidation,RENT,1,3,33,5.28,3,718,0.009613,LOW,APPROVED,0,0,700-800,100K+
CS001230,2025-05-19 14:45:24,713,56775,33.64,7,20352,major_purchase,RENT,1,10,20,61.28,0,654,0.040661,MEDIUM,APPROVED,0,0,600-700,50-75K
CS001231,2025-04-03 13:59:43,794,55037,19.55,16,20798,credit_card,RENT,0,0,0,66.69,3,745,0.003369,LOW,APPROVED,0,0,700-800,50-75K
CS001232,2025-04-25 23:15:11,700,128941,32.35,5,43870,major_purchase,MORTGAGE,0,0,0,31.85,1,713,0.011977,LOW,APPROVED,0,0,700-800,100K+
CS001233,2025-02-13 10:21:00,704,61737,26.03,4,16655,debt_consolidation,RENT,1,2,40,55.81,1,656,0.042619,MEDIUM,APPROVED,0,0,600-700,50-75K
CS001234,2025-05-05 05:52:14,716,80565,20.35,1,22007,debt_consolidation,RENT,0,0,0,32.17,0,768,0.003736,LOW,APPROVED,0,0,700-800,75-100K
CS001235,2025-02-04 05:43:17,654,89036,44.23,2,24400,debt_consolidation,OWN,0,0,0,89.58,1,601,0.177659,HIGH,APPROVED,0,0,600-700,75-100K
CS001236,2025-03-11 21:19:13,675,62343,33.39,3,32825,debt_consolidation,RENT,1,1,18,68.69,1,632,0.112211,HIGH,DECLINED,0,0,600-700,50-75K
CS001237,2025-01-10 20:19:11,706,34313,20.83,11,29164,other,MORTGAGE,1,5,10,43.76,3,646,0.047982,HIGH,APPROVED,0,0,600-700,<50K
CS001238,2025-02-25 03:18:15,753,81439,41.22,0,13803,home_improvement,RENT,0,0,0,40.32,4,674,0.031436,MEDIUM,APPROVED,0,0,600-700,75-100K
CS001239,2025-01-10 06:28:16,730,46240,27.51,9,12976,other,OWN,0,0,0,48.96,1,744,0.010408,LOW,APPROVED,0,0,700-800,<50K
CS001240,2025-03-27 09:17:25,674,113554,18.83,2,58312,other,MORTGAGE,0,0,0,37.0,1,703,0.015979,LOW,APPROVED,0,0,700-800,100K+
CS001241,2025-05-30 03:05:29,757,104258,29.15,0,21435,major_purchase,OWN,0,0,0,36.7,1,742,0.004222,LOW,APPROVED,0,0,700-800,100K+
CS001242,2025-04-23 05:46:59,669,18000,23.11,5,13181,home_improvement,RENT,2,4,40,33.55,0,623,0.093799,HIGH,APPROVED,0,0,600-700,<50K
CS001243,2025-01-31 00:36:33,605,157165,27.99,2,22035,major_purchase,RENT,0,0,0,39.22,2,596,0.178945,HIGH,APPROVED,0,0,<600,100K+
CS001244,2025-06-23 06:39:13,776,35222,32.5,3,26362,major_purchase,MORTGAGE,0,0,0,68.26,0,742,0.005995,LOW,APPROVED,0,0,700-800,<50K
CS001245,2025-06-29 19:24:02,691,70432,14.82,11,26207,major_purchase,OTHER,0,0,0,36.97,0,657,0.027448,MEDIUM,DECLINED,0,0,600-700,50-75K
CS001246,2025-05-21 08:19:41,665,75861,26.06,16,9069,debt_consolidation,MORTGAGE,0,0,0,31.54,1,671,0.040425,MEDIUM,APPROVED,0,0,600-700,75-100K
CS001247,2025-01-12 18:49:13,624,61037,26.01,5,26761,major_purchase,OWN,0,0,0,56.32,1,610,0.154389,HIGH,APPROVED,1,90,600-700,50-75K
CS001248,2025-04-29 14:22:32,667,73868,23.8,10,6147,debt_consolidation,RENT,0,0,0,22.15,2,659,0.04109,MEDIUM,APPROVED,0,0,600-700,50-75K
CS001249,2025-06-10 01:28:12,784,115486,23.22,0,15363,major_purchase,RENT,0,0,0,24.07,0,789,0.001855,LOW,APPROVED,0,0,700-800,100K+
CS001250,2025-05-24 12:53:08,688,72981,37.17,3,11421,other,RENT,0,0,0,35.89,0,622,0.061576,HIGH,APPROVED,0,0,600-700,50-75K
CS001251,2025-03-29 23:00:26,814,58658,29.48,15,10665,major_purchase,OWN,1,6,53,73.72,2,745,0.007532,LOW,APPROVED,0,0,700-800,50-75K
CS001252,2025-01-16 14:55:24,693,66615,12.17,17,11426,home_improvement,MORTGAGE,0,0,0,25.43,2,729,0.007572,LOW,APPROVED,0,0,700-800,50-75K
CS001253,2025-06-08 17:38:14,755,62344,25.01,7,22010,major_purchase,RENT,1,0,34,56.34,2,670,0.042173,MEDIUM,APPROVED,0,0,600-700,50-75K
CS001254,2025-01-29 04:57:19,694,59431,22.35,6,18527,other,MORTGAGE,1,5,21,17.73,1,642,0.053602,HIGH,APPROVED,0,0,600-700,50-75K
CS001255,2025-06-26 21:47:55,667,62161,23.56,0,5425,home_improvement,RENT,0,0,0,68.22,3,635,0.088403,HIGH,APPROVED,0,0,600-700,50-75K
CS001256,2025-01-06 11:09:29,669,60227,19.31,0,8293,debt_consolidation,RENT,2,6,44,24.58,0,633,0.08298,HIGH,APPROVED,0,0,600-700,50-75K
CS001257,2025-03-08 15:53:56,678,98169,18.03,10,9631,debt_consolidation,MORTGAGE,0,0,0,16.65,4,715,0.013679,LOW,APPROVED,0,0,700-800,75-100K
CS001258,2025-05-30 05:30:40,626,48535,18.29,1,15251,major_purchase,RENT,0,0,0,50.0,3,601,0.133076,HIGH,APPROVED,0,0,600-700,<50K
CS001259,2025-03-29 13:46:56,624,40246,34.45,2,5834,credit_card,RENT,1,5,1,36.19,2,634,0.138543,HIGH,APPROVED,1,90,600-700,<50K
CS001260,2025-06-10 04:59:24,713,118933,39.34,1,34573,credit_card,RENT,0,0,0,55.33,1,671,0.035428,MEDIUM,DECLINED,0,0,600-700,100K+
