application_id,application_time,credit_score,annual_income,debt_to_income,employment_length,loan_amount,loan_purpose,home_ownership,number_of_delinquent_accounts,delinquent_months,months_since_last_delinquent,revolving_utilization,inquiries_last_6m,model_score,probability_of_default,risk_rating,application_status,actual_default,past_due_days,score_band,income_band,channel,notes
EC000266,46:27.6,641,75992.0,27.65,1.0,9766,credit_card,RENT,0,0,0,49.29,1,621.0,0.113614,HIGH,APPROVED,0,0,600-700,75-100K,ONLINE,case-410016-886825
EC000267,2025-02-11 08:11:58,644,,34.18,2.0,11599,home_improvement,RENT,2,4,5,69.1,2,552.0,0.486624,VERY_HIGH,DECLINED,0,0,<600,75-100K,ONLINE,case-937570-183193
EC000268,2025-04-05 07:21:37,719,33972.0,41.33,,33595,major_purchase,RENT,0,0,0,53.29,0,653.0,0.064511,HIGH,APPROVED,0,0,600-700,<50K,ONLINE,case-233186-776689
EC000269,46:27.6,674,47916.0,39.22,7.0,21655,major_purchase,MORTGAGE,0,0,0,45.85,0,638.0,0.097457,HIGH,DECLINED,0,0,600-700,<50K,ONLINE,case-198074-691348
EC000270,2025-04-22 18:28:43,517,46822.0,24.3,,6978,major_purchase,OWN,0,0,0,27.14,2,493.0,0.669114,VERY_HIGH,DECLINED,1,60,<600,<50K,ONLINE,case-194849-014592
EC000271,2025-05-09 11:53:16,744,91583.0,30.01,3.0,11476,other,MORTGAGE,1,6,24,37.75,0,651.0,0.023881,MEDIUM,APPROVED,0,0,600-700,75-100K,ONLINE,case-843780-047556
EC000272,2025-02-19 05:10:54,620,58347.0,21.8,8.0,11600,debt_consolidation,MORTGAGE,0,0,0,89.15,1,615.0,0.150257,HIGH,DECLINED,0,0,600-700,50-75K,ONLINE,case-529127-761851
EC000273,46:27.6,674,,25.84,,8808,credit_card,MORTGAGE,2,7,3,9.76,1,,0.041904,HIGH,DECLINED,0,0,600-700,50-75K,ONLINE,case-870404-303483
EC000274,46:27.6,652,66324.0,27.06,0.0,27825,debt_consolidation,MORTGAGE,1,3,34,20.78,2,612.0,0.174218,HIGH,DECLINED,0,0,600-700,50-75K,ONLINE,case-763956-255591
EC000275,2025-04-20 20:20:53,671,,29.77,4.0,35636,major_purchase,RENT,0,0,0,17.98,3,645.0,0.068158,HIGH,APPROVED,0,0,600-700,<50K,ONLINE,case-448529-372193
EC000276,2025-05-11 19:08:28,724,120835.0,20.89,8.0,18468,credit_card,MORTGAGE,0,0,0,39.8,0,747.0,0.004564,LOW,APPROVED,0,0,700-800,100K+,ONLINE,case-765393-105368
EC000277,2025-02-05 06:59:10,590,126697.0,29.18,3.0,19942,credit_card,RENT,1,5,32,51.79,2,559.0,0.381869,VERY_HIGH,APPROVED,1,150,<600,100K+,ONLINE,case-785533-495083
EC000278,2025-01-20 07:05:08,673,108217.0,16.87,11.0,34085,credit_card,OTHER,1,2,35,64.64,0,654.0,0.033049,MEDIUM,APPROVED,0,0,600-700,100K+,ONLINE,case-869647-519696
EC000279,46:27.6,606,124378.0,10.28,1.0,17889,other,MORTGAGE,1,4,50,36.22,1,640.0,0.068511,HIGH,APPROVED,0,0,600-700,100K+,ONLINE,case-558069-746730
EC000280,2025-01-21 09:02:39,672,48433.0,22.21,10.0,28354,other,OTHER,0,0,0,2.04,1,666.0,0.035493,MEDIUM,APPROVED,0,0,600-700,<50K,ONLINE,case-824118-598206
EC000281,2025-03-22 17:53:56,705,83275.0,32.27,12.0,14571,other,OWN,0,0,0,11.57,0,698.0,0.017981,MEDIUM,APPROVED,0,0,600-700,75-100K,ONLINE,case-555358-699456
EC000282,2025-01-01 11:29:11,743,105895.0,16.99,4.0,19893,other,RENT,0,0,0,39.38,2,755.0,0.006253,LOW,APPROVED,0,0,700-800,100K+,ONLINE,case-354821-887530
EC000283,46:27.6,677,117269.0,14.05,,68080,major_purchase,RENT,2,5,16,0.0,2,660.0,0.037026,MEDIUM,APPROVED,0,0,600-700,100K+,ONLINE,case-836274-592869
EC000284,46:27.6,826,33222.0,37.59,1.0,39532,debt_consolidation,RENT,0,0,0,57.99,1,,0.005573,LOW,APPROVED,0,0,700-800,<50K,ONLINE,case-277060-820289
EC000285,2025-05-06 08:29:26,741,39616.0,19.17,10.0,49416,other,OWN,2,4,5,29.73,4,662.0,0.064114,HIGH,APPROVED,0,0,600-700,<50K,ONLINE,case-056981-335860
EC000286,46:27.6,758,99328.0,22.16,0.0,19032,debt_consolidation,RENT,0,0,0,10.35,1,711.0,0.009503,LOW,APPROVED,0,0,700-800,75-100K,ONLINE,case-457340-022302
EC000287,2025-01-25 18:09:52,731,42339.0,32.24,0.0,28380,other,MORTGAGE,0,0,0,38.9,1,749.0,0.003426,LOW,APPROVED,0,0,700-800,<50K,ONLINE,case-565250-951706
EC000288,46:27.6,676,41959.0,25.85,,6839,other,OWN,1,4,20,45.72,1,647.0,0.048889,HIGH,DECLINED,0,60,600-700,<50K,ONLINE,case-191478-557703
EC000289,2025-06-13 11:30:40,664,47625.0,37.27,0.0,11858,other,OTHER,0,0,0,52.95,3,573.0,0.245754,VERY_HIGH,APPROVED,0,0,<600,<50K,ONLINE,case-860604-093294
EC000290,46:27.6,640,100601.0,22.41,,17483,other,RENT,0,0,0,77.49,1,595.0,0.135205,HIGH,APPROVED,0,0,<600,100K+,ONLINE,case-360909-705113
EC000291,2025-06-02 20:17:37,692,76177.0,20.27,3.0,11166,home_improvement,RENT,0,0,0,73.84,1,698.0,0.019149,MEDIUM,APPROVED,0,0,600-700,75-100K,ONLINE,case-311958-379716
EC000292,2025-05-28 08:12:57,523,51674.0,31.66,4.0,9644,credit_card,MORTGAGE,0,0,0,24.54,1,555.0,0.509089,VERY_HIGH,DECLINED,0,0,<600,50-75K,ONLINE,case-927682-572376
EC000293,2025-03-30 19:57:36,663,60741.0,34.68,,16225,home_improvement,RENT,0,0,0,39.6,0,646.0,0.070313,HIGH,APPROVED,0,0,600-700,50-75K,ONLINE,case-193235-154867
EC000294,46:27.6,688,99752.0,21.5,15.0,35941,debt_consolidation,MORTGAGE,1,1,4,15.2,0,690.0,0.017456,MEDIUM,APPROVED,0,0,600-700,75-100K,ONLINE,case-213724-358573
EC000295,2025-05-03 07:35:14,613,40941.0,9.47,8.0,21426,home_improvement,RENT,1,3,40,62.14,1,,0.125293,HIGH,APPROVED,0,0,600-700,<50K,ONLINE,case-325617-155168
EC000296,2025-06-01 08:07:25,631,52131.0,15.79,2.0,10422,other,MORTGAGE,0,0,0,41.98,1,651.0,0.05695,HIGH,APPROVED,0,0,600-700,50-75K,ONLINE,case-855581-262758
EC000297,2025-05-31 07:45:59,712,26313.0,10.89,2.0,17137,debt_consolidation,MORTGAGE,2,3,25,48.78,0,695.0,0.014445,LOW,APPROVED,0,0,600-700,<50K,ONLINE,case-728860-349905
EC000298,2025-03-05 03:17:45,723,84016.0,19.94,9.0,8521,major_purchase,OWN,0,0,0,50.33,1,739.0,0.005385,LOW,APPROVED,0,0,700-800,75-100K,ONLINE,case-863813-412311
EC000299,46:27.6,707,74405.0,23.43,8.0,13652,home_improvement,MORTGAGE,0,0,0,50.04,2,678.0,0.023667,MEDIUM,APPROVED,1,120,600-700,50-75K,ONLINE,case-412246-600446
EC000300,2025-06-20 13:16:17,565,25962.0,17.68,1.0,8731,debt_consolidation,RENT,0,0,0,2.12,0,618.0,0.147732,HIGH,APPROVED,1,90,600-700,<50K,ONLINE,case-730834-635386
EC000301,46:27.6,792,54523.0,36.05,5.0,46917,credit_card,RENT,0,0,0,58.93,1,734.0,0.007586,LOW,APPROVED,0,0,700-800,50-75K,ONLINE,case-436742-692879
EC000302,2025-06-02 13:46:19,677,18873.0,21.46,2.0,7578,debt_consolidation,OTHER,0,0,0,51.09,3,640.0,0.073981,HIGH,APPROVED,0,0,600-700,<50K,ONLINE,case-254852-480705
EC000303,2025-01-09 16:54:54,850,48054.0,33.66,24.0,11644,debt_consolidation,RENT,1,4,16,53.73,0,749.0,0.003203,LOW,APPROVED,0,0,700-800,<50K,ONLINE,case-156960-689072
EC000304,2025-03-12 22:58:34,688,,18.02,3.0,21234,major_purchase,OWN,0,0,0,71.06,2,657.0,0.041329,MEDIUM,APPROVED,0,0,600-700,75-100K,ONLINE,case-936838-861513
EC000305,2025-06-08 05:08:24,720,27953.0,21.13,4.0,11767,credit_card,MORTGAGE,0,0,0,27.51,0,736.0,0.007349,LOW,APPROVED,0,0,700-800,<50K,ONLINE,case-652928-921624
EC000306,2025-03-24 10:43:42,665,31175.0,34.93,3.0,71299,debt_consolidation,MORTGAGE,0,0,0,0.0,0,695.0,0.027994,MEDIUM,APPROVED,0,0,600-700,<50K,ONLINE,case-392189-795743
EC000307,46:27.6,725,73757.0,12.75,1.0,24889,debt_consolidation,MORTGAGE,1,0,58,51.0,0,750.0,0.003668,LOW,APPROVED,0,30,700-800,50-75K,ONLINE,case-093487-360473
EC000308,46:27.6,784,,8.34,6.0,16282,other,RENT,3,8,35,26.46,1,739.0,0.0111,LOW,APPROVED,0,0,700-800,<50K,ONLINE,case-772801-073634
EC000309,46:27.6,717,52778.0,13.81,,22997,credit_card,RENT,0,0,0,34.43,1,707.0,0.011811,LOW,APPROVED,0,0,700-800,50-75K,ONLINE,case-220931-165924
EC000310,2025-04-27 22:19:22,746,80784.0,27.5,3.0,20835,debt_consolidation,RENT,0,0,0,41.88,1,735.0,0.005636,LOW,APPROVED,0,0,700-800,75-100K,ONLINE,case-602913-206604
EC000311,2025-01-17 03:49:48,727,128071.0,15.18,3.0,32479,debt_consolidation,RENT,1,3,33,47.36,2,680.0,0.028369,MEDIUM,APPROVED,0,0,600-700,100K+,ONLINE,case-555879-763431
EC000312,2025-04-07 07:33:39,599,47742.0,22.67,2.0,8102,debt_consolidation,RENT,1,6,47,56.55,0,,0.323188,VERY_HIGH,APPROVED,0,0,<600,<50K,ONLINE,case-927514-658147
EC000313,2025-01-20 21:34:58,725,84077.0,32.52,4.0,31071,major_purchase,OWN,1,8,11,45.98,1,669.0,0.035176,MEDIUM,APPROVED,0,0,600-700,75-100K,ONLINE,case-888664-029732
EC000314,46:27.6,652,161594.0,26.36,15.0,15126,debt_consolidation,OWN,0,0,0,22.94,1,646.0,0.063427,HIGH,DECLINED,1,90,600-700,100K+,ONLINE,case-974599-430007
EC000315,2025-01-26 22:04:06,717,73413.0,18.5,4.0,22377,credit_card,OWN,1,4,52,74.16,0,664.0,0.035089,MEDIUM,APPROVED,0,0,600-700,50-75K,ONLINE,case-581878-611327
EC000316,46:27.6,636,61275.0,39.01,,23615,credit_card,OWN,1,4,1,48.09,0,,0.354468,VERY_HIGH,DECLINED,0,0,<600,50-75K,ONLINE,case-686530-810093
EC000317,2025-01-13 11:30:58,764,41841.0,34.3,3.0,39510,home_improvement,RENT,1,2,6,32.2,3,652.0,0.060169,HIGH,APPROVED,0,0,600-700,<50K,ONLINE,case-142669-965457
EC000318,46:27.6,660,94450.0,35.13,1.0,19499,credit_card,OWN,2,9,45,40.61,0,643.0,0.090095,HIGH,APPROVED,1,90,600-700,75-100K,ONLINE,case-678563-509953
EC000319,2025-06-17 22:08:18,806,57375.0,26.29,,36737,other,MORTGAGE,0,0,0,65.06,3,780.0,0.003519,LOW,APPROVED,0,0,700-800,50-75K,ONLINE,case-887823-285681
EC000320,2025-02-01 19:33:48,671,98292.0,26.81,,9412,major_purchase,RENT,0,0,0,32.66,0,676.0,0.030642,MEDIUM,APPROVED,0,0,600-700,75-100K,ONLINE,case-018342-630889
EC000321,2025-01-03 18:24:16,738,128016.0,19.41,4.0,28158,debt_consolidation,RENT,1,9,1,12.14,1,730.0,0.004965,LOW,APPROVED,0,0,700-800,100K+,ONLINE,case-678968-682180
EC000322,46:27.6,618,49863.0,31.26,3.0,18740,major_purchase,MORTGAGE,1,8,54,70.87,2,562.0,0.34483,VERY_HIGH,DECLINED,0,0,<600,<50K,ONLINE,case-615803-861460
EC000323,46:27.6,700,66643.0,30.54,3.0,12138,major_purchase,RENT,1,3,54,36.84,1,620.0,0.078123,HIGH,APPROVED,0,0,600-700,50-75K,ONLINE,case-885193-537315
EC000324,2025-05-18 11:46:56,649,68876.0,26.36,29.0,14820,major_purchase,RENT,0,0,0,44.15,1,630.0,0.093321,HIGH,APPROVED,0,0,600-700,50-75K,ONLINE,case-851194-379775
EC000325,46:27.6,723,81189.0,15.22,0.0,18853,major_purchase,MORTGAGE,0,0,0,22.86,1,687.0,0.018295,MEDIUM,APPROVED,0,0,600-700,75-100K,ONLINE,case-514615-880892
EC000326,46:27.6,771,67846.0,27.76,,10064,credit_card,RENT,0,0,0,16.34,4,712.0,0.012561,LOW,APPROVED,0,0,700-800,50-75K,ONLINE,case-359490-789754
EC000327,2025-01-03 08:45:46,752,35254.0,13.55,,7922,credit_card,RENT,1,1,8,30.0,2,741.0,0.004965,LOW,APPROVED,0,0,700-800,<50K,ONLINE,case-569343-194246
EC000328,2025-05-27 06:38:46,656,59294.0,25.34,9.0,8145,debt_consolidation,RENT,1,3,14,26.67,2,592.0,0.211854,VERY_HIGH,APPROVED,0,0,<600,50-75K,ONLINE,case-731011-064405
EC000329,2025-02-17 10:34:46,625,64123.0,14.53,10.0,27366,credit_card,MORTGAGE,2,6,11,66.3,2,552.0,0.411085,VERY_HIGH,DECLINED,1,90,<600,50-75K,ONLINE,case-537090-644711
EC000330,46:27.6,670,62807.0,9.81,4.0,36896,other,MORTGAGE,1,4,44,40.68,0,685.0,0.034519,MEDIUM,APPROVED,0,0,600-700,50-75K,ONLINE,case-841267-047723
EC000331,2025-04-06 14:53:10,632,41170.0,28.1,2.0,13945,credit_card,RENT,0,0,0,69.19,2,553.0,0.316947,VERY_HIGH,APPROVED,0,0,<600,<50K,ONLINE,case-365371-562735
EC000332,2025-05-08 04:08:43,747,43112.0,15.98,2.0,43852,other,OTHER,1,1,5,73.9,1,711.0,0.015492,LOW,APPROVED,0,0,700-800,<50K,ONLINE,case-778950-417179
EC000333,2025-02-17 08:09:11,709,83692.0,10.17,7.0,17267,debt_consolidation,MORTGAGE,0,0,0,40.35,1,751.0,0.005599,LOW,APPROVED,0,0,700-800,75-100K,ONLINE,case-468181-614869
EC000334,2025-06-03 18:38:38,722,23075.0,23.55,0.0,11750,major_purchase,OWN,0,0,0,0.0,1,706.0,0.015656,MEDIUM,DECLINED,0,0,700-800,<50K,ONLINE,case-357496-646049
EC000335,2025-04-18 04:07:32,610,79474.0,34.86,,9393,other,MORTGAGE,1,5,41,35.63,0,602.0,0.180617,HIGH,APPROVED,0,0,600-700,75-100K,ONLINE,case-532977-931997
EC000336,2025-06-11 23:12:44,636,56975.0,26.96,1.0,14205,major_purchase,RENT,1,3,37,58.53,2,604.0,0.182164,HIGH,APPROVED,0,0,600-700,50-75K,ONLINE,case-840474-629099
EC000337,2025-04-22 10:31:37,637,61256.0,27.6,2.0,9881,debt_consolidation,MORTGAGE,1,4,35,30.34,0,614.0,0.120076,HIGH,DECLINED,0,0,600-700,50-75K,ONLINE,case-753631-242112
EC000338,46:27.6,708,31564.0,14.56,7.0,31708,credit_card,OTHER,2,8,11,71.78,1,628.0,0.073815,HIGH,APPROVED,0,0,600-700,<50K,ONLINE,case-541470-238930
EC000339,2025-03-30 11:43:48,710,56401.0,26.8,4.0,35569,other,RENT,0,0,0,53.19,1,698.0,0.02029,MEDIUM,APPROVED,0,0,600-700,50-75K,ONLINE,case-630116-013442
EC000340,2025-01-27 04:19:37,568,50870.0,12.46,,28868,home_improvement,MORTGAGE,0,0,0,57.36,2,600.0,0.208669,VERY_HIGH,APPROVED,0,0,600-700,50-75K,ONLINE,case-076723-842031
EC000341,2025-05-28 08:01:36,760,112877.0,10.51,,23680,home_improvement,RENT,1,4,52,52.47,0,718.0,0.012518,LOW,APPROVED,0,0,700-800,100K+,ONLINE,case-819395-613119
EC000342,2025-05-02 12:19:19,797,158934.0,36.81,9.0,34499,home_improvement,OWN,1,4,11,0.0,0,784.0,0.001694,LOW,APPROVED,0,0,700-800,100K+,ONLINE,case-965137-973185
EC000343,2025-06-24 05:38:05,591,63782.0,27.99,14.0,12235,debt_consolidation,RENT,2,3,39,16.9,1,564.0,0.429895,VERY_HIGH,DECLINED,1,120,<600,50-75K,ONLINE,case-857850-745307
EC000344,2025-03-10 19:11:20,641,175531.0,33.47,9.0,3151,major_purchase,RENT,0,0,0,69.41,1,612.0,0.159998,HIGH,DECLINED,0,0,600-700,100K+,ONLINE,case-894264-382708
EC000345,2025-04-24 18:39:35,731,,45.02,9.0,33260,major_purchase,RENT,0,0,0,79.42,2,670.0,0.054936,HIGH,APPROVED,0,0,600-700,75-100K,ONLINE,case-226769-658517
EC000346,2025-01-02 07:42:49,648,62444.0,14.81,12.0,41233,major_purchase,RENT,0,0,0,22.29,1,656.0,0.048667,HIGH,APPROVED,0,0,600-700,50-75K,ONLINE,case-520591-670970
EC000347,46:27.6,670,93685.0,18.43,4.0,16339,other,MORTGAGE,1,6,53,53.61,0,657.0,0.027057,MEDIUM,APPROVED,0,0,600-700,75-100K,ONLINE,case-599455-251356
EC000348,46:27.6,678,66768.0,11.62,28.0,25826,other,MORTGAGE,1,6,37,56.64,1,687.0,1.2,MEDIUM,APPROVED,0,0,600-700,50-75K,ONLINE,case-771071-212239
EC000349,2025-05-25 18:00:28,590,89229.0,40.57,,15288,credit_card,RENT,2,4,14,37.36,2,534.0,0.57979,VERY_HIGH,DECLINED,1,90,<600,75-100K,ONLINE,case-983202-778022
EC000350,46:27.6,658,114400.0,27.48,8.0,7091,home_improvement,OWN,0,0,0,27.26,1,646.0,0.0434,HIGH,APPROVED,0,0,600-700,100K+,ONLINE,case-564917-543464
EC000351,46:27.6,622,48610.0,27.91,6.0,34012,other,MORTGAGE,0,0,0,23.2,0,661.0,0.050812,HIGH,APPROVED,0,0,600-700,<50K,ONLINE,case-267569-752191
EC000352,2025-02-22 09:51:38,669,52402.0,23.8,5.0,7978,major_purchase,MORTGAGE,0,0,0,46.99,2,655.0,0.040746,MEDIUM,APPROVED,0,0,600-700,50-75K,ONLINE,case-962454-544250
EC000353,46:27.6,690,108276.0,21.42,1.0,58559,home_improvement,RENT,1,4,53,43.17,1,656.0,0.048797,HIGH,APPROVED,0,0,600-700,100K+,ONLINE,case-302552-939318
EC000354,2025-02-25 22:48:16,704,,6.43,0.0,21064,debt_consolidation,RENT,0,0,0,70.58,0,724.0,0.009058,LOW,APPROVED,0,0,700-800,<50K,ONLINE,case-615577-858897
EC000355,2025-02-20 05:11:56,694,,17.11,2.0,11342,debt_consolidation,MORTGAGE,0,0,0,69.8,1,683.0,0.019141,MEDIUM,APPROVED,0,0,600-700,<50K,ONLINE,case-652663-654200
EC000356,2025-03-09 19:09:05,649,,24.87,2.0,15620,credit_card,MORTGAGE,0,0,0,55.23,3,633.0,0.092406,HIGH,APPROVED,0,0,600-700,<50K,ONLINE,case-122359-630220
EC000357,2025-04-19 03:11:26,701,,22.75,0.0,23303,credit_card,MORTGAGE,0,0,0,41.2,0,710.0,0.016096,MEDIUM,APPROVED,0,30,700-800,50-75K,ONLINE,case-971165-218027
EC000358,2025-04-09 23:46:11,801,73494.0,35.1,1.0,29909,other,MORTGAGE,0,0,0,10.93,0,759.0,0.0029,LOW,APPROVED,0,0,700-800,50-75K,ONLINE,case-390823-402047
EC000359,2025-05-22 17:10:41,642,88342.0,33.47,6.0,15329,home_improvement,MORTGAGE,0,0,0,46.04,2,614.0,0.122431,HIGH,APPROVED,1,120,600-700,75-100K,ONLINE,case-448797-061909
EC000360,2025-01-03 12:03:31,516,,18.08,1.0,21900,home_improvement,MORTGAGE,1,7,32,58.38,3,481.0,0.805867,VERY_HIGH,DECLINED,0,0,<600,75-100K,ONLINE,case-082667-850228
EC000361,2025-02-13 01:12:23,629,68616.0,22.05,12.0,17364,debt_consolidation,RENT,0,0,0,45.9,0,631.0,0.103147,HIGH,APPROVED,0,0,600-700,50-75K,ONLINE,case-053045-310763
EC000362,2025-02-24 19:16:04,622,106634.0,30.67,,17250,major_purchase,MORTGAGE,0,0,0,34.27,3,602.0,0.20915,VERY_HIGH,APPROVED,0,0,600-700,100K+,ONLINE,case-374011-422703
EC000363,2025-04-16 17:46:35,592,26012.0,20.73,10.0,14027,major_purchase,MORTGAGE,1,5,5,59.21,1,577.0,0.249339,VERY_HIGH,DECLINED,1,60,<600,<50K,ONLINE,case-955420-321774
EC000364,2025-02-25 06:46:28,657,63285.0,34.82,14.0,25754,credit_card,RENT,1,3,51,59.69,0,589.0,0.207277,VERY_HIGH,APPROVED,0,0,<600,50-75K,ONLINE,case-949548-918682
EC000365,2025-05-17 21:23:32,641,42023.0,26.27,2.0,26540,other,RENT,0,0,0,84.58,0,621.0,0.135291,HIGH,DECLINED,1,60,600-700,<50K,ONLINE,case-422938-640496
EC000366,2025-01-02 19:59:31,685,,33.96,7.0,46150,other,RENT,1,3,49,52.23,1,618.0,0.119893,HIGH,DECLINED,0,0,600-700,50-75K,ONLINE,case-910960-782484
EC000367,46:27.6,716,106961.0,32.29,7.0,37734,debt_consolidation,OWN,1,0,48,43.6,0,708.0,0.019533,MEDIUM,DECLINED,0,0,700-800,100K+,ONLINE,case-616139-470580
EC000368,2025-03-07 11:35:09,823,,21.51,0.0,15766,home_improvement,RENT,0,0,0,27.19,0,759.0,0.00322,LOW,APPROVED,0,0,700-800,<50K,ONLINE,case-649903-330848
EC000369,2025-03-16 22:07:20,725,88387.0,8.12,11.0,6209,other,MORTGAGE,0,0,0,36.09,2,707.0,0.010662,LOW,APPROVED,0,0,700-800,75-100K,ONLINE,case-356121-578956
EC000370,2025-06-19 12:00:09,685,44244.0,30.26,4.0,10368,major_purchase,MORTGAGE,0,0,0,0.0,2,643.0,0.048154,HIGH,APPROVED,0,0,600-700,<50K,ONLINE,case-920931-897401
EC000371,2025-01-15 14:53:40,578,73364.0,41.48,4.0,11141,credit_card,MORTGAGE,1,5,43,66.35,0,514.0,0.635363,VERY_HIGH,APPROVED,1,60,<600,50-75K,ONLINE,case-169112-366879
EC000372,46:27.6,605,39149.0,32.48,1.0,12959,credit_card,MORTGAGE,1,5,41,48.11,2,547.0,0.353155,VERY_HIGH,DECLINED,0,0,<600,<50K,ONLINE,case-222700-946975
EC000373,2025-05-03 01:50:54,623,78585.0,27.9,1.0,15954,credit_card,OWN,3,2,26,58.05,2,544.0,0.500142,VERY_HIGH,APPROVED,0,0,<600,75-100K,ONLINE,case-439192-834475
EC000374,46:27.6,670,146559.0,32.12,21.0,34206,debt_consolidation,RENT,0,0,0,19.58,2,685.0,0.03459,MEDIUM,APPROVED,0,0,600-700,100K+,ONLINE,case-203753-800675
EC000375,46:27.6,579,81424.0,36.82,27.0,37641,credit_card,OTHER,0,0,0,29.57,3,557.0,0.302578,VERY_HIGH,DECLINED,1,150,<600,75-100K,ONLINE,case-409939-895814
EC000376,2025-06-23 15:01:04,699,45762.0,7.96,13.0,43613,home_improvement,MORTGAGE,0,0,0,46.49,2,667.0,0.024652,MEDIUM,APPROVED,0,0,600-700,<50K,ONLINE,case-124657-921907
EC000377,46:27.6,763,58519.0,28.28,26.0,23671,other,RENT,1,4,22,46.16,0,695.0,0.012956,LOW,APPROVED,0,0,600-700,50-75K,ONLINE,case-200380-256296
EC000378,2025-04-19 10:49:06,717,72252.0,29.05,7.0,33147,debt_consolidation,RENT,0,0,0,35.91,1,,0.027742,MEDIUM,APPROVED,1,150,600-700,50-75K,ONLINE,case-459841-003087
EC000379,2025-03-17 01:14:54,763,73923.0,31.28,1.0,17928,home_improvement,MORTGAGE,1,3,55,0.0,1,685.0,0.017416,MEDIUM,APPROVED,0,0,600-700,50-75K,ONLINE,case-414809-285293
EC000380,2025-02-10 09:58:24,675,70311.0,27.09,,26933,credit_card,OWN,0,0,0,30.79,0,674.0,0.036667,MEDIUM,APPROVED,0,0,600-700,50-75K,ONLINE,case-559260-655255
EC000381,2025-04-17 16:42:30,718,43381.0,10.94,,14140,debt_consolidation,OWN,0,0,0,30.18,3,748.0,0.005825,LOW,APPROVED,0,0,700-800,<50K,ONLINE,case-786786-392482
EC000382,46:27.6,694,92735.0,19.51,2.0,19076,home_improvement,RENT,0,0,0,24.42,0,671.0,0.027008,MEDIUM,DECLINED,0,0,600-700,75-100K,ONLINE,case-426075-846382
EC000383,2025-06-01 13:27:31,727,31108.0,28.42,5.0,13622,home_improvement,RENT,3,7,5,49.89,2,,0.125312,HIGH,APPROVED,0,0,600-700,<50K,ONLINE,case-890933-667771
EC000384,46:27.6,741,,23.94,6.0,13902,home_improvement,MORTGAGE,0,0,0,60.23,0,698.0,0.013224,LOW,APPROVED,0,0,600-700,50-75K,ONLINE,case-313220-480198
EC000385,2025-06-07 07:57:21,624,66958.0,18.99,14.0,22649,home_improvement,MORTGAGE,0,0,0,24.53,0,661.0,0.049284,HIGH,APPROVED,0,0,600-700,50-75K,ONLINE,case-716681-062532
EC000386,2025-01-27 23:31:18,609,,26.98,7.0,13802,other,MORTGAGE,1,3,26,10.0,2,650.0,0.084941,HIGH,APPROVED,0,0,600-700,75-100K,ONLINE,case-333582-974462
EC000387,2025-02-20 16:35:53,631,42782.0,26.46,8.0,29048,debt_consolidation,RENT,0,0,0,33.95,2,613.0,0.105559,HIGH,APPROVED,0,0,600-700,<50K,ONLINE,case-588111-415282
EC000388,46:27.6,747,81623.0,30.44,6.0,17024,debt_consolidation,MORTGAGE,1,2,35,51.25,1,682.0,0.02141,MEDIUM,DECLINED,0,0,600-700,75-100K,ONLINE,case-368621-768745
EC000389,2025-06-09 04:13:38,718,136823.0,29.26,6.0,17307,credit_card,OTHER,1,4,49,60.25,1,649.0,0.042257,HIGH,APPROVED,0,0,600-700,100K+,ONLINE,case-999021-518238
EC000390,2025-04-20 14:52:31,746,46498.0,26.51,2.0,21259,home_improvement,MORTGAGE,0,0,0,75.17,1,699.0,0.017706,MEDIUM,APPROVED,0,0,600-700,<50K,ONLINE,case-035348-413527
EC000391,46:27.6,641,84558.0,18.25,7.0,8429,home_improvement,MORTGAGE,0,0,0,40.24,1,652.0,0.058168,HIGH,APPROVED,0,0,600-700,75-100K,ONLINE,case-380972-717223
EC000392,2025-05-01 17:01:01,695,57900.0,6.51,5.0,26644,debt_consolidation,MORTGAGE,0,0,0,15.48,4,691.0,0.015662,MEDIUM,DECLINED,0,0,600-700,50-75K,ONLINE,case-433276-994904
EC000393,2025-03-15 18:37:36,717,117472.0,34.18,5.0,22487,other,RENT,0,0,0,63.19,1,671.0,0.030307,MEDIUM,APPROVED,0,0,600-700,100K+,ONLINE,case-694312-431420
EC000394,2025-04-28 20:16:09,585,30873.0,44.48,,25208,debt_consolidation,MORTGAGE,0,0,0,45.62,1,553.0,0.575354,VERY_HIGH,APPROVED,1,150,<600,<50K,ONLINE,case-876311-967720
EC000395,2025-06-01 23:28:20,667,49146.0,33.73,2.0,27864,other,OWN,0,0,0,51.22,0,627.0,0.157902,HIGH,DECLINED,0,0,600-700,<50K,ONLINE,case-974400-615192
EC000396,46:27.6,708,35851.0,37.9,4.0,63157,credit_card,MORTGAGE,2,4,38,40.96,0,616.0,0.100975,HIGH,DECLINED,0,0,600-700,<50K,ONLINE,case-559908-310225
EC000397,46:27.6,703,29299.0,16.24,,14567,home_improvement,MORTGAGE,2,8,26,0.0,0,682.0,0.024486,MEDIUM,APPROVED,0,0,600-700,<50K,ONLINE,case-491543-228214
EC000398,2025-06-17 19:25:23,648,,17.43,9.0,38474,major_purchase,MORTGAGE,2,2,59,56.31,1,,0.126848,HIGH,APPROVED,0,0,600-700,100K+,ONLINE,case-914529-511431
EC000399,2025-06-19 00:52:10,679,71677.0,27.16,1.0,8220,debt_consolidation,RENT,1,4,8,29.18,1,634.0,0.092317,HIGH,APPROVED,0,0,600-700,50-75K,ONLINE,case-660117-295754
